home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-opposition-shots,home-shots-on-target,home-opposition-shots-on-target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-opposition-shots,away-shots-on-target,away-opposition-shots-on-target,result,odds-home,odds-draw,odds-away
7,2,1,22,4,178,92,92,52,3,3,4,9,11,105,124,52,81,1,1.17,6.5,21.0
4,1,5,10,15,110,151,64,83,4,0,6,14,18,116,155,57,79,0,2.0,3.3,4.0
4,2,4,10,15,120,130,68,69,2,2,6,11,15,125,99,58,49,2,1.91,3.4,4.2
3,1,6,11,18,76,144,37,80,6,2,2,22,10,189,74,105,41,1,8.0,4.5,1.4
1,3,6,11,16,141,124,81,69,8,2,0,15,6,152,66,74,31,1,3.5,3.3,2.1
3,1,6,8,16,125,162,68,95,3,3,4,11,18,107,101,52,51,0,2.5,3.3,2.88
2,2,6,8,13,121,152,66,85,4,1,5,23,16,132,98,81,48,1,3.0,3.3,2.38
2,3,5,12,18,90,137,49,68,6,2,2,19,12,98,128,57,60,1,3.0,3.3,2.38
5,2,3,22,12,178,76,97,42,6,3,1,19,8,176,110,114,61,1,3.25,3.25,2.3
5,2,3,15,17,100,180,55,90,2,2,6,7,12,127,155,70,89,2,2.25,3.25,3.4
7,2,1,15,8,152,68,72,32,3,2,5,10,17,135,147,72,86,1,1.2,6.0,19.0
3,3,4,9,15,100,127,49,84,4,2,4,11,13,124,124,68,66,2,2.38,3.3,3.0
3,1,6,13,18,114,144,57,77,4,3,3,13,16,107,136,57,81,2,2.6,3.25,2.8
3,2,5,12,14,115,100,57,49,4,1,5,12,16,75,143,40,78,0,1.8,3.4,5.0
5,2,3,15,12,90,126,48,59,3,2,5,9,15,107,156,61,86,2,1.7,3.8,5.0
2,4,4,10,18,101,106,46,54,7,2,1,23,4,177,81,92,44,2,8.0,4.33,1.44
3,2,5,8,9,124,123,58,66,3,2,5,13,17,90,125,52,57,1,2.38,3.25,3.1
4,1,5,21,14,130,104,79,50,2,3,5,12,15,141,124,80,65,2,2.25,3.3,3.3
6,2,2,24,12,174,88,98,49,5,2,3,14,11,99,133,55,65,2,1.5,4.0,7.0
2,3,5,9,19,97,117,44,63,2,3,5,8,16,97,119,48,78,2,2.0,3.4,3.8
3,2,5,8,11,128,161,72,92,7,2,1,16,7,147,63,74,30,2,6.0,3.75,1.62
4,2,4,9,8,123,125,58,67,3,3,4,13,14,137,121,78,65,1,3.3,3.3,2.25
6,2,2,19,9,175,110,111,64,3,2,5,9,14,69,160,39,90,1,1.14,7.5,23.0
2,2,6,13,19,93,127,51,59,3,3,4,12,13,127,95,65,47,0,2.1,3.3,3.6
3,2,5,9,18,125,149,70,89,7,2,1,24,4,188,79,102,41,2,12.0,5.0,1.3
3,1,6,14,18,126,142,70,75,5,2,3,13,13,121,121,67,65,0,2.5,3.25,2.88
4,3,3,14,16,110,137,57,90,4,2,4,10,14,113,154,65,87,0,1.83,3.5,4.5
5,1,4,14,17,109,178,62,91,3,1,6,19,16,125,115,77,59,0,2.88,3.25,2.5
6,1,3,16,11,103,136,59,70,6,2,2,23,9,184,100,119,59,0,5.0,3.6,1.73
8,1,1,26,3,191,86,108,38,2,3,5,15,18,106,119,58,52,0,1.2,6.0,19.0
8,1,1,18,7,154,73,77,37,4,2,4,10,9,134,117,70,64,0,1.25,5.5,15.0
2,2,6,18,18,128,116,77,61,5,2,3,21,14,165,93,92,53,1,3.25,3.4,2.2
3,3,4,9,14,103,162,56,92,3,1,6,8,13,125,164,72,91,2,1.91,3.4,4.33
4,3,3,10,13,126,116,69,63,5,2,3,16,14,110,182,63,94,0,1.8,3.6,4.5
3,2,5,8,17,65,160,38,93,3,1,6,9,21,126,146,66,89,1,2.2,3.3,3.4
3,3,4,10,14,97,126,50,78,2,2,6,10,17,126,141,69,75,2,2.1,3.4,3.5
3,2,5,13,15,138,125,75,76,2,3,5,9,17,101,116,45,63,1,1.73,3.75,4.75
2,4,4,9,15,131,102,67,51,4,4,2,15,14,109,142,57,88,1,2.5,3.3,2.88
5,2,3,14,10,96,131,53,67,3,3,4,8,8,120,127,63,64,0,1.57,3.8,6.5
3,3,4,9,15,114,152,58,85,2,4,4,14,16,95,136,54,62,0,2.2,3.3,3.4
4,2,4,7,14,62,160,38,90,4,3,3,16,15,115,183,65,97,0,2.4,3.4,2.88
3,2,5,9,14,108,124,51,75,4,1,5,10,12,128,162,70,83,2,2.25,3.3,3.3
3,3,4,9,14,131,103,65,48,2,1,7,6,20,121,134,60,83,1,1.73,3.6,5.0
7,2,1,23,2,198,75,114,31,4,2,4,17,17,159,95,87,58,2,1.8,3.4,5.0
3,2,5,20,15,127,109,78,58,6,3,1,22,7,189,94,123,55,2,4.33,3.6,1.83
3,4,3,10,14,119,122,64,66,2,3,5,9,14,100,115,48,60,1,2.1,3.3,3.6
4,2,4,13,13,137,117,72,69,3,4,3,12,13,108,142,54,87,2,1.91,3.5,4.0
7,2,1,16,6,156,72,73,40,3,2,5,9,14,115,145,61,73,0,1.3,5.0,12.0
4,2,4,16,17,148,95,84,55,4,2,4,11,15,134,109,68,53,1,1.33,4.75,11.0
1,3,6,10,17,99,113,46,61,7,2,1,16,6,150,76,70,41,2,5.5,3.5,1.73
5,1,4,13,10,127,156,68,83,7,1,2,23,3,190,71,106,29,2,7.0,3.8,1.53
3,4,3,8,7,114,128,60,64,2,2,6,14,16,123,111,69,62,0,2.6,3.2,2.8
4,3,3,15,14,112,176,65,94,3,4,3,9,13,114,145,54,79,1,2.38,3.25,3.1
7,2,1,22,6,188,84,123,43,2,2,6,8,18,105,121,49,70,1,1.14,7.5,23.0
2,5,3,13,13,94,138,51,63,4,2,4,8,15,69,139,41,84,0,1.8,3.5,4.75
4,3,3,11,11,99,147,52,88,4,3,3,12,9,98,126,52,63,2,2.62,3.25,2.75
2,1,7,6,20,128,141,63,87,4,4,2,13,10,118,118,66,58,0,2.62,3.25,2.75
2,3,5,6,13,110,155,58,73,4,1,5,13,14,140,111,74,69,2,2.75,3.25,2.62
4,3,3,13,10,91,129,49,67,5,1,4,13,10,138,136,74,66,1,1.67,3.6,5.5
7,2,1,17,7,149,79,70,42,4,3,3,15,14,122,167,67,92,0,1.33,5.0,10.0
2,3,5,14,15,127,114,70,66,4,3,3,13,12,107,141,57,87,2,2.0,3.4,3.8
3,4,3,10,14,101,148,48,77,5,2,3,16,15,141,98,79,54,0,4.5,3.6,1.8
4,3,3,10,15,76,134,43,81,3,5,2,8,6,108,127,62,61,0,2.5,3.25,2.88
2,2,6,7,17,98,136,48,77,1,2,7,6,21,128,125,62,77,1,2.0,3.4,3.8
5,1,4,15,12,142,114,78,67,7,2,1,21,6,184,76,114,40,0,4.5,3.5,1.83
3,2,5,9,15,135,109,68,51,0,3,7,9,19,97,119,41,65,1,2.1,3.3,3.6
7,1,2,23,3,187,87,104,38,1,3,6,4,14,105,154,52,79,0,1.25,5.5,15.0
3,5,2,12,11,116,117,63,58,2,6,2,14,13,99,141,55,59,2,2.05,3.2,3.4
0,3,7,9,20,102,111,42,61,4,4,2,9,13,74,126,40,76,1,1.83,3.5,4.5
4,1,5,12,13,135,139,73,68,2,5,3,10,13,117,119,58,58,1,2.2,3.25,3.4
3,6,1,8,5,103,120,63,55,2,5,3,10,15,103,144,49,79,1,2.2,3.25,3.5
3,4,3,16,16,121,162,64,86,3,1,6,10,16,106,137,53,76,2,2.1,3.25,3.75
1,4,5,4,12,96,161,49,85,5,3,2,17,10,99,111,53,57,2,3.0,3.4,2.37
5,2,3,16,15,145,98,83,52,6,3,1,16,7,157,81,73,40,0,2.4,3.25,3.0
3,5,2,15,11,98,146,51,60,5,2,3,15,11,126,119,68,73,1,2.37,3.4,3.0
0,2,8,5,25,129,127,60,82,2,3,5,12,13,127,111,69,63,1,3.25,3.3,2.25
5,2,3,12,10,105,137,56,82,6,2,2,22,4,179,83,101,37,0,5.0,3.6,1.73
6,2,2,18,10,99,120,54,67,4,3,3,14,15,129,101,72,55,0,2.5,3.3,2.87
5,3,2,17,4,164,86,89,41,1,2,7,7,22,135,120,65,75,1,1.14,7.5,21.0
5,4,1,14,6,150,80,72,39,5,0,5,14,14,144,139,79,72,1,1.33,4.5,12.0
2,2,6,11,13,118,117,68,68,2,4,4,16,20,123,163,68,87,1,1.8,3.6,4.5
2,5,3,10,13,108,142,50,78,5,3,2,11,7,108,121,61,70,2,2.5,3.3,2.87
2,4,4,11,15,117,128,60,65,1,4,5,4,12,99,159,57,85,2,2.2,3.25,3.4
3,4,3,7,15,81,125,41,79,6,3,1,19,6,181,81,117,43,2,12.0,5.0,1.3
4,0,6,14,17,107,138,52,75,1,2,7,12,20,104,115,50,61,0,2.25,3.25,3.3
5,2,3,15,11,126,119,68,74,4,5,1,11,5,109,118,67,53,0,1.72,3.6,5.0
4,2,4,12,14,124,114,64,53,4,4,2,15,10,99,137,53,58,1,2.25,3.3,3.25
3,4,3,14,17,117,107,68,61,2,3,5,11,18,117,135,62,69,1,1.4,4.5,10.0
1,2,7,11,19,98,123,48,67,2,2,6,13,14,123,123,72,73,0,2.62,3.3,2.87
5,0,5,14,15,138,138,78,71,5,2,3,12,12,128,102,65,49,2,2.3,3.25,3.4
6,2,2,11,6,106,110,58,61,3,1,6,12,16,106,135,57,73,1,1.8,3.6,5.0
4,5,1,10,4,110,111,69,48,6,3,1,19,3,173,84,99,40,0,6.5,3.75,1.61
4,4,2,15,10,94,134,51,60,5,4,1,16,6,160,70,77,36,2,5.0,3.6,1.8
1,2,7,7,21,117,127,51,80,4,3,3,13,11,121,119,66,78,1,3.5,3.4,2.2
2,4,4,8,11,108,160,63,89,3,4,3,7,13,78,124,38,77,1,1.72,3.6,5.5
6,3,1,16,6,180,81,113,44,2,4,4,9,13,110,140,53,79,1,1.2,6.5,19.0
1,4,5,14,25,122,162,69,87,5,3,2,16,12,103,111,56,68,2,4.33,3.6,1.91
4,3,3,11,13,108,102,63,58,5,0,5,14,15,134,137,74,71,1,1.36,4.33,11.0
5,3,2,14,10,102,108,55,66,2,2,6,8,19,120,121,58,78,1,1.4,4.33,9.0
6,2,2,13,6,105,100,57,54,1,4,5,14,23,120,142,67,79,1,1.62,3.75,6.0
1,4,5,7,14,112,155,52,84,3,1,6,12,18,105,136,58,73,0,2.25,3.2,3.4
3,4,3,14,14,94,137,53,68,3,4,3,10,10,119,147,69,82,0,2.2,3.3,3.4
2,4,4,7,15,77,130,37,80,5,4,1,20,7,156,76,79,42,0,10.0,4.5,1.36
7,2,1,16,5,190,75,112,37,5,4,1,18,5,165,79,102,37,1,2.2,3.2,3.5
6,2,2,13,8,121,107,67,50,4,2,4,9,9,116,116,63,77,1,2.5,3.25,2.88
7,2,1,17,5,183,81,111,42,7,2,1,14,6,129,106,70,51,1,1.2,6.0,15.0
1,3,6,11,18,98,128,49,66,2,5,3,14,16,104,143,58,78,1,2.0,3.4,3.8
4,0,6,12,16,116,140,64,74,7,2,1,14,2,172,83,106,38,2,8.0,3.8,1.5
4,4,2,13,8,158,92,97,48,1,5,4,5,14,75,124,32,77,1,1.2,6.5,15.0
1,4,5,11,21,114,130,60,73,5,3,2,11,11,109,97,66,55,2,5.5,4.0,1.62
2,3,5,15,14,123,129,67,76,6,2,2,12,6,130,99,65,49,1,2.0,3.4,3.75
3,2,5,13,14,114,128,63,65,6,3,1,16,9,117,106,67,65,2,3.25,3.25,2.25
2,1,7,7,19,114,133,56,86,1,4,5,7,14,110,152,48,81,1,2.38,3.3,3.0
3,2,5,7,9,114,115,62,76,2,3,5,11,18,117,125,64,66,0,1.73,3.6,5.0
3,4,3,11,11,118,157,72,87,3,6,1,10,6,108,125,69,60,1,2.1,3.3,3.6
5,5,0,19,5,149,73,76,38,6,2,2,14,6,104,90,58,49,0,1.62,3.75,6.0
2,4,4,11,17,112,139,60,73,7,3,0,17,8,107,100,61,63,2,3.25,3.4,2.3
3,2,5,13,14,114,122,63,63,3,6,1,11,8,102,127,69,63,1,2.25,3.3,3.5
2,3,5,6,9,126,117,68,73,1,4,5,6,16,77,139,32,85,1,1.61,3.8,6.5
3,1,6,10,16,122,131,62,79,8,2,0,14,0,171,79,110,33,2,10.0,5.0,1.36
2,2,6,12,16,98,123,48,61,3,0,7,11,17,113,140,60,76,0,2.0,3.25,4.5
4,4,2,13,9,177,88,106,46,0,4,6,5,16,104,150,43,80,1,1.25,6.0,15.0
5,3,2,12,6,99,84,57,41,5,3,2,12,11,111,84,68,49,0,3.0,3.3,2.5
3,3,4,16,12,122,124,64,70,2,5,3,13,17,101,141,54,76,1,1.75,3.75,5.0
4,4,2,13,9,114,154,66,85,1,4,5,12,23,102,133,52,76,1,1.83,3.6,4.75
6,1,3,12,7,123,107,57,51,4,6,0,17,6,147,76,71,42,0,5.0,3.5,1.83
5,4,1,13,10,107,82,64,46,5,3,2,15,9,128,158,74,90,0,1.5,4.2,7.0
7,3,0,16,8,107,106,57,63,6,1,3,11,6,114,100,51,47,0,1.61,3.7,6.0
3,1,6,13,17,107,140,56,82,3,3,4,8,8,141,107,79,62,1,2.75,3.3,2.62
2,6,2,9,8,106,130,71,67,1,4,5,9,17,119,139,63,69,1,2.0,3.3,4.0
1,3,6,10,23,106,146,58,81,3,1,6,10,18,119,133,63,80,0,2.2,3.2,3.5
8,2,0,14,0,167,86,105,36,5,3,2,12,6,91,80,53,42,1,1.36,4.5,10.0
0,3,7,4,17,100,158,45,85,2,3,5,14,16,105,114,57,53,0,2.5,3.3,2.87
1,4,5,7,14,80,140,34,84,4,3,3,17,11,127,112,64,62,1,3.25,3.3,2.25
3,7,0,16,7,142,64,70,34,4,4,2,12,9,185,82,109,48,1,2.5,3.1,3.1
2,4,4,12,17,86,143,46,76,3,2,5,12,13,120,121,68,63,0,2.6,3.2,2.8
2,4,4,13,14,104,111,59,51,7,3,0,16,8,113,103,61,60,2,2.87,3.3,2.5
4,3,3,12,11,164,101,96,63,1,3,6,10,23,109,145,64,81,0,1.2,6.0,19.0
5,3,2,12,6,91,85,55,46,3,1,6,13,18,109,135,58,87,1,1.72,3.4,5.5
4,2,4,15,10,132,108,63,60,0,4,6,3,14,89,162,44,90,1,1.61,3.75,6.0
1,3,6,10,20,120,134,62,70,4,6,0,18,7,145,62,78,29,2,5.0,3.3,1.8
3,3,4,13,13,119,126,71,68,1,4,5,7,14,78,149,31,89,1,1.83,3.5,4.5
3,2,5,12,19,124,140,68,85,2,4,4,13,18,99,134,56,71,2,2.25,3.3,3.25
5,2,3,10,6,111,109,49,56,2,6,2,10,8,96,135,63,70,0,2.0,3.4,3.8
2,3,5,9,11,138,111,82,63,5,5,0,13,7,111,72,67,40,0,3.0,3.3,2.4
4,4,2,14,9,120,156,71,92,9,1,0,15,0,172,83,108,33,2,6.5,3.75,1.57
1,2,7,10,21,115,135,62,73,4,2,4,13,10,140,104,67,59,1,2.87,3.25,2.5
9,1,0,15,0,171,82,106,37,2,6,2,10,8,98,127,59,66,1,1.25,5.5,13.0
4,6,0,11,6,106,76,62,41,4,3,3,14,9,117,120,68,63,0,1.4,4.33,9.0
8,2,0,18,8,116,115,65,66,4,4,2,11,9,165,104,97,61,2,3.3,3.3,2.25
2,1,7,9,20,105,141,56,89,4,3,3,14,10,122,146,73,90,1,2.3,3.3,3.1
9,1,0,17,0,161,85,100,35,2,4,4,13,15,112,110,61,52,1,1.25,5.5,13.0
0,3,7,3,15,82,172,41,97,4,3,3,8,5,104,100,43,49,0,2.4,3.25,3.0
1,3,6,6,15,73,155,27,90,1,2,7,9,19,121,135,65,78,0,2.5,3.25,2.87
2,5,3,10,11,98,132,57,71,3,2,5,13,20,120,133,66,83,1,1.8,3.5,4.75
5,5,0,21,9,138,64,79,33,4,2,4,13,11,140,107,73,60,0,1.57,3.75,7.0
3,3,4,16,20,99,133,58,71,5,3,2,14,6,103,78,60,44,0,2.87,3.25,2.5
1,3,6,9,22,115,148,63,82,2,4,4,9,10,140,107,82,58,2,3.0,3.3,2.37
3,7,0,10,6,111,69,67,39,3,4,3,11,10,105,125,58,69,0,1.4,4.33,9.0
4,4,2,10,9,172,95,102,55,4,4,2,8,4,106,95,45,48,1,1.28,5.0,13.0
5,4,1,12,3,106,77,58,39,3,1,6,12,21,114,146,63,89,1,1.5,4.0,7.5
0,4,6,2,13,79,167,37,96,4,6,0,19,9,146,67,78,34,1,5.5,3.5,1.72
7,2,1,15,7,123,121,65,71,1,3,6,6,15,67,152,25,86,0,1.4,4.0,10.0
3,1,6,11,19,96,147,53,94,3,3,4,14,18,94,136,52,72,1,2.0,3.3,4.0
0,3,7,8,23,110,148,60,81,2,4,4,12,14,114,116,66,53,2,2.87,3.25,2.5
4,3,3,15,10,128,141,81,86,4,2,4,13,11,135,113,70,57,1,2.5,3.25,2.87
4,5,1,17,9,140,63,75,34,4,4,2,14,8,118,109,68,57,1,1.4,4.33,9.5
1,2,7,10,20,121,127,64,72,5,3,2,11,9,170,104,103,60,2,6.5,3.75,1.57
3,1,6,12,19,117,141,66,85,3,7,0,9,5,110,73,64,39,2,6.5,3.75,1.57
3,4,3,13,12,115,115,69,52,5,4,1,13,3,106,87,60,44,0,2.5,3.25,2.9
3,4,3,11,10,108,135,55,75,0,2,8,7,23,110,134,62,77,2,1.66,3.6,5.75
4,2,4,13,11,137,115,68,62,6,3,1,13,7,118,119,65,69,1,2.5,3.3,2.87
2,3,5,11,19,103,128,58,72,10,0,0,19,1,161,86,95,36,2,7.5,4.0,1.5
1,3,6,8,17,68,154,26,87,4,1,5,10,15,97,150,54,98,1,2.5,3.25,2.9
2,4,4,9,11,132,108,76,58,1,3,6,3,12,76,166,37,92,1,1.83,3.5,4.5
3,4,3,6,6,109,101,47,57,5,2,3,15,9,137,131,88,76,2,2.2,3.3,3.4
3,4,3,10,10,107,117,60,63,3,3,4,13,11,133,108,77,52,0,2.87,3.3,2.5
2,4,4,8,11,106,133,51,73,3,5,2,13,9,112,114,68,52,2,2.25,3.2,3.4
4,6,0,11,5,120,71,69,37,3,5,2,12,10,118,110,68,56,1,1.44,4.33,8.0
3,1,6,8,16,90,153,53,99,2,3,5,9,13,106,135,52,75,2,2.1,3.25,3.75
5,4,1,13,3,105,89,57,45,2,3,5,10,14,65,156,28,87,1,1.5,4.0,7.5
1,2,7,7,19,106,136,57,80,1,3,6,10,20,105,128,60,75,0,2.62,3.25,2.75
10,0,0,20,2,155,89,94,39,5,4,1,18,8,152,62,81,33,2,1.91,3.3,4.5
1,3,6,3,13,79,159,38,86,1,2,7,10,18,116,137,67,78,0,2.2,3.2,3.5
2,5,3,7,10,100,116,57,63,2,4,4,4,6,118,104,50,58,2,2.2,3.2,3.5
5,3,2,12,9,115,117,66,63,3,4,3,13,10,135,109,79,51,2,2.0,3.3,4.0
6,2,2,12,9,184,107,112,61,5,2,3,14,9,141,110,68,60,1,1.4,4.5,9.0
6,2,2,16,8,128,141,79,80,2,1,7,11,21,113,146,63,86,0,1.67,3.6,5.75
3,4,3,12,14,118,115,68,60,5,3,2,12,7,121,128,74,70,0,1.9,3.4,4.33
3,2,5,10,12,115,130,58,70,9,0,1,20,6,141,91,90,43,1,8.0,4.2,1.44
1,4,5,10,19,109,126,60,72,5,5,0,13,3,130,65,75,31,2,5.0,3.6,1.72
1,3,6,10,17,116,134,66,79,5,4,1,15,4,111,92,64,45,1,2.75,3.2,2.62
2,3,5,11,16,69,156,30,90,1,4,5,4,13,88,156,44,84,1,2.25,3.3,3.3
4,3,3,15,11,131,110,81,49,6,2,2,11,9,179,107,103,62,1,4.5,3.5,1.83
2,2,6,11,19,115,132,65,75,3,1,6,9,16,100,149,60,99,0,2.4,3.3,3.0
5,4,1,19,9,143,72,79,40,5,2,3,11,9,113,119,62,66,1,1.44,4.2,8.0
4,2,4,9,9,124,113,55,55,2,4,4,8,12,94,118,52,65,1,1.66,3.6,5.5
2,4,4,5,7,117,97,48,53,1,3,6,7,15,100,122,48,67,1,1.72,3.6,5.0
5,5,0,15,4,134,72,78,36,5,1,4,8,7,129,108,62,54,1,1.53,3.75,7.5
3,4,3,11,13,122,108,73,59,5,3,2,16,9,135,108,82,47,1,2.62,3.25,2.75
3,2,5,10,16,100,150,63,96,1,4,5,4,13,98,138,50,75,1,2.1,3.3,3.6
4,2,4,11,9,121,132,59,71,5,4,1,19,8,140,68,74,37,2,6.0,3.75,1.61
1,3,6,7,15,100,131,47,70,2,3,5,11,14,111,123,63,72,0,2.62,3.25,2.75
1,4,5,10,17,110,124,61,70,6,1,3,9,8,175,110,98,64,2,5.0,3.6,1.72
1,3,6,10,20,109,142,58,83,3,3,4,11,14,71,158,29,91,2,2.2,3.25,3.4
4,4,2,11,7,112,135,69,76,2,4,4,8,10,92,126,52,69,1,2.1,3.2,3.75
4,4,2,13,6,106,100,60,51,2,4,4,5,7,120,99,49,52,1,1.72,3.4,5.5
8,0,2,17,8,140,96,87,43,4,2,4,10,14,112,125,63,70,1,1.4,4.33,9.0
7,1,2,11,5,181,102,102,57,4,2,4,14,16,114,155,70,91,1,1.25,5.5,15.0
6,3,1,20,8,152,66,81,38,3,4,3,10,14,124,107,75,59,1,1.33,4.75,11.0
1,3,6,4,16,108,144,51,79,1,4,5,7,13,104,130,48,67,1,2.1,3.3,3.75
2,4,4,11,13,114,121,62,66,1,3,6,9,20,112,130,61,76,0,1.73,3.5,5.5
4,2,4,13,14,75,163,35,97,1,3,6,8,17,95,128,53,69,0,2.5,3.25,2.88
2,3,5,7,11,96,133,56,77,8,0,2,19,10,145,91,90,48,2,7.5,4.0,1.5
5,3,2,17,10,138,106,82,48,5,3,2,11,5,116,128,69,73,1,1.73,3.5,5.5
2,4,4,5,10,121,104,54,56,5,5,0,16,4,137,79,78,38,2,5.25,3.5,1.73
3,2,5,10,16,99,130,58,73,4,4,2,15,6,112,109,65,59,0,2.2,3.25,3.5
4,1,5,7,9,128,110,63,57,4,2,4,11,9,109,135,52,70,2,1.91,3.4,4.33
2,3,5,11,18,110,131,63,73,4,3,3,8,5,113,133,68,77,0,1.67,3.6,5.5
2,3,5,7,14,114,144,57,77,4,2,4,11,9,118,136,57,69,0,2.25,3.25,3.3
2,4,4,12,14,117,107,62,58,4,2,4,17,19,121,159,74,87,1,2.1,3.3,3.6
4,3,3,13,13,88,134,40,77,3,3,4,8,16,116,120,68,66,1,2.4,3.25,3.0
2,3,5,7,11,99,147,57,82,1,4,5,7,13,112,132,51,67,1,1.91,3.4,4.2
3,1,6,6,11,127,123,61,67,0,4,6,8,22,112,135,60,77,1,1.57,3.8,6.5
6,2,2,17,9,126,103,76,50,1,4,5,9,15,93,136,52,71,1,1.67,3.6,5.5
7,2,1,23,7,165,66,88,37,5,5,0,17,4,139,86,77,40,0,1.72,3.6,5.0
7,1,2,13,7,164,112,89,62,4,4,2,17,8,115,115,65,62,0,1.44,4.2,8.5
8,0,2,20,11,147,96,85,53,3,4,3,13,13,120,103,64,57,1,1.25,5.5,13.0
4,1,5,15,18,117,164,70,85,1,4,5,11,19,118,132,68,74,0,3.1,3.3,2.37
4,4,2,16,7,122,126,67,64,4,1,5,10,12,128,142,65,80,2,1.83,3.5,4.5
4,2,4,11,9,121,144,61,80,5,3,2,13,10,88,115,39,64,1,1.75,3.5,5.0
1,4,5,7,12,110,115,42,58,7,2,1,26,10,177,71,98,40,2,10.0,4.5,1.36
8,0,2,17,11,150,91,89,50,6,2,2,15,8,126,105,80,50,1,1.44,4.0,9.0
0,4,6,10,21,128,136,73,78,2,3,5,7,11,91,145,50,77,1,2.5,3.3,2.87
3,4,3,7,6,106,135,64,72,6,2,2,11,7,159,119,83,62,2,4.75,3.3,1.85
5,5,0,20,7,140,101,77,52,2,4,4,7,12,125,132,66,71,1,1.5,4.2,7.5
3,2,5,8,17,104,119,59,64,2,4,4,6,13,117,109,53,61,1,1.9,3.4,4.2
1,4,5,8,14,99,144,54,82,3,4,3,12,12,113,117,59,65,0,2.0,3.5,3.75
7,2,1,12,5,175,106,90,53,5,2,3,12,6,126,136,68,73,1,1.53,3.8,7.0
4,1,5,11,13,124,147,63,80,4,2,4,10,15,101,121,59,64,1,2.0,3.3,4.0
2,3,5,7,14,123,132,66,72,8,0,2,21,13,154,90,93,50,2,6.5,3.8,1.57
3,5,2,10,9,119,116,59,64,6,4,0,22,7,140,104,80,54,2,3.2,3.3,2.3
4,3,3,12,11,90,108,37,64,3,3,4,7,7,112,140,68,72,2,2.37,3.25,3.1
6,2,2,15,10,119,113,74,57,1,3,6,11,19,130,129,75,71,1,1.5,4.0,7.0
2,3,5,5,14,131,113,60,64,3,2,5,13,17,113,165,69,81,0,2.1,3.25,3.75
7,2,1,27,11,177,74,91,44,1,4,5,7,13,97,143,52,80,1,1.25,5.5,13.0
2,2,6,6,13,84,145,46,76,4,4,2,17,8,127,125,67,64,2,2.5,3.25,2.9
1,4,5,12,20,116,132,63,76,1,3,6,6,13,101,123,35,59,1,1.53,3.8,7.0
4,2,4,10,16,105,115,61,64,2,5,3,8,12,116,121,54,66,1,2.0,3.25,4.0
3,3,4,13,14,116,161,67,77,1,2,7,4,15,80,150,43,83,0,2.2,3.25,3.5
4,4,2,16,8,117,126,64,63,7,1,2,16,10,119,119,77,63,0,2.3,3.3,3.2
4,2,4,11,9,115,141,62,73,1,4,5,11,20,113,124,63,73,1,2.62,3.25,2.75
1,2,7,6,14,98,122,36,61,4,3,3,12,10,98,103,43,61,2,2.1,3.3,3.6
1,3,6,9,17,127,135,75,73,2,3,5,5,14,138,107,63,55,1,2.4,3.4,2.9
4,3,3,8,6,110,142,66,73,7,2,1,27,9,188,68,93,40,2,6.5,3.8,1.57
7,3,0,25,7,151,100,88,52,8,1,1,15,6,175,102,89,52,2,2.6,3.25,2.8
8,0,2,22,13,156,92,91,50,5,1,4,14,12,123,148,63,80,1,1.36,4.75,9.5
0,4,6,4,14,90,155,48,84,2,3,5,7,15,127,125,67,64,1,2.0,3.4,3.8
2,2,6,6,17,139,111,64,63,8,0,2,21,13,154,98,89,55,2,12.0,5.0,1.3
2,4,4,11,13,112,159,63,69,1,2,7,6,14,100,123,37,57,0,2.2,3.3,3.4
4,4,2,16,8,115,126,64,65,4,3,3,7,7,101,146,57,74,1,1.73,3.6,5.0
8,0,2,21,13,157,99,91,53,7,2,1,26,11,150,113,86,58,0,1.67,3.5,6.0
2,2,6,8,18,132,132,69,67,1,4,5,12,22,108,121,60,72,0,2.5,3.4,2.75
1,3,6,7,15,105,151,57,84,5,1,4,14,10,118,132,70,67,2,1.91,3.5,4.0
5,2,3,12,9,102,111,43,64,2,1,7,7,19,140,123,63,69,1,2.2,3.25,3.4
6,2,2,14,9,114,120,73,64,5,0,5,13,13,124,145,64,82,1,1.83,3.5,4.5
8,1,1,18,7,173,105,85,54,4,2,4,10,15,105,113,61,63,1,1.3,5.0,11.0
2,3,5,12,16,131,127,80,68,8,1,1,29,8,186,66,97,39,2,7.0,5.0,1.4
2,4,4,6,12,117,123,56,70,1,2,7,4,15,92,142,45,78,1,2.1,3.2,3.75
7,2,1,26,11,148,112,89,60,6,1,3,12,7,108,108,48,60,1,1.33,5.0,10.0
1,4,5,11,21,105,124,59,75,1,3,6,7,15,98,153,52,83,1,2.3,3.4,3.1
4,1,5,10,17,105,125,63,70,2,3,5,12,16,126,132,78,72,0,1.83,3.5,4.5
6,1,3,15,9,113,134,66,70,4,4,2,17,9,122,117,67,59,2,2.1,3.3,3.6
1,3,6,6,13,111,131,44,60,7,1,2,19,12,157,104,87,58,2,3.0,3.5,2.3
9,1,0,31,6,186,73,100,43,6,2,2,12,10,113,114,70,61,1,1.53,4.0,6.5
5,0,5,14,14,124,143,65,77,1,5,4,11,14,118,160,66,70,1,1.73,3.6,5.0
1,2,7,5,16,107,129,52,70,8,1,1,18,6,177,100,84,52,2,4.0,3.6,1.91
