home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-opposition-shots,home-shots-on-target,home-opposition-shots-on-target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-opposition-shots,away-shots-on-target,away-opposition-shots-on-target,result,odds-home,odds-draw,odds-away
3,4,3,9,16,144,119,48,39,3,4,3,15,14,156,118,56,33,0,2.05,3.6,3.8
6,2,2,15,8,106,102,41,39,8,0,2,26,8,194,91,80,28,0,2.6,3.5,2.8
0,3,7,9,22,101,173,34,60,2,3,5,14,19,95,167,34,57,1,2.6,3.4,2.9
3,2,5,15,19,142,131,43,57,3,5,2,9,11,146,112,46,33,2,2.1,3.5,3.75
5,0,5,12,11,125,175,45,48,6,2,2,15,8,105,92,41,34,0,3.8,3.5,2.1
7,1,2,24,8,185,84,75,25,2,3,5,14,21,149,129,44,49,1,1.29,6.0,12.0
1,3,6,12,22,99,172,38,59,3,3,4,9,12,103,149,35,52,0,2.4,3.4,3.2
3,4,3,12,12,133,125,47,42,7,1,2,18,8,196,109,69,45,2,5.0,4.0,1.75
3,4,3,8,10,124,128,28,39,6,2,2,22,13,138,144,44,47,1,2.6,3.4,2.9
4,2,4,8,11,95,148,31,46,5,4,1,20,17,150,132,51,48,2,2.9,3.4,2.6
3,4,3,13,13,117,143,40,49,1,3,6,11,19,93,170,28,60,1,1.5,4.5,7.5
3,5,2,16,13,151,118,55,29,2,2,6,12,22,105,108,36,44,1,1.55,4.33,6.5
4,5,1,16,8,159,126,65,35,1,1,8,9,17,108,128,29,49,1,1.44,4.75,8.0
2,2,6,12,23,110,112,36,43,1,3,6,10,20,105,166,40,56,2,2.25,3.5,3.4
5,4,1,19,17,144,136,48,49,4,3,3,8,8,133,126,28,37,1,1.85,3.8,4.5
5,3,2,14,8,101,93,41,35,4,2,4,10,11,100,142,35,44,1,1.33,5.25,12.0
2,3,5,14,20,137,139,41,47,3,3,4,10,13,123,129,40,44,1,2.45,3.4,3.1
3,4,3,9,11,105,156,36,55,3,1,6,14,20,139,129,42,54,1,3.8,3.6,2.05
1,3,6,11,21,100,166,32,60,4,4,2,16,11,147,125,52,27,2,4.75,3.8,1.8
5,2,3,20,15,138,142,43,46,4,3,3,17,13,122,149,43,53,0,2.6,3.5,2.8
8,1,1,21,6,189,109,68,44,5,5,0,19,8,167,130,67,36,0,1.73,4.0,5.0
0,1,9,9,20,114,134,28,53,7,1,2,23,9,187,80,73,26,0,7.5,5.0,1.44
3,5,2,11,12,154,113,50,34,4,1,5,9,10,124,163,43,43,2,1.67,3.8,6.0
3,1,6,14,18,148,119,43,48,2,3,5,12,19,127,141,40,45,1,1.4,5.0,9.0
3,4,3,15,14,125,148,43,54,0,2,8,9,19,112,138,27,54,1,1.57,4.2,6.5
6,2,2,20,9,182,73,68,23,2,5,3,11,14,158,109,52,36,2,1.7,4.0,5.5
2,3,5,11,18,103,167,39,55,5,4,1,19,17,145,134,48,50,2,2.88,3.6,2.5
5,4,1,17,8,141,124,52,26,4,3,3,8,9,97,162,31,52,2,1.57,4.0,7.0
2,3,5,8,14,112,134,34,47,2,2,6,12,23,117,96,39,42,0,1.91,3.6,4.5
4,2,4,9,10,125,132,27,43,5,3,2,15,8,105,92,42,34,2,4.33,3.4,2.0
4,1,5,10,13,98,139,35,42,7,2,1,20,6,179,112,65,44,1,7.0,4.33,1.53
5,5,0,18,7,168,124,64,33,5,3,2,20,14,144,144,45,44,1,1.57,4.2,6.5
5,1,4,10,9,122,165,43,40,1,3,6,10,19,103,158,33,58,2,1.57,4.0,7.0
0,2,8,8,21,111,138,28,57,4,1,5,10,12,122,131,32,44,2,2.75,3.3,2.8
1,3,6,10,22,118,97,36,42,4,4,2,19,12,131,142,51,48,0,2.9,3.6,2.5
4,1,5,8,9,125,166,44,42,2,2,6,11,21,105,165,40,54,1,1.7,3.9,5.5
6,3,1,21,16,150,124,53,45,6,2,2,17,9,98,95,40,39,0,3.1,3.5,2.4
5,2,3,19,13,177,77,62,31,5,3,2,17,9,143,127,48,30,1,1.6,4.33,6.0
2,2,6,10,18,105,157,35,56,5,2,3,8,8,107,157,34,46,1,3.2,3.3,2.45
3,4,3,15,15,157,101,53,34,2,3,5,9,15,103,140,29,49,1,1.44,4.75,8.0
2,2,6,11,19,110,156,35,51,7,1,2,21,8,171,101,63,37,0,6.0,4.2,1.62
6,4,0,21,7,171,121,70,35,3,1,6,12,16,154,108,45,44,0,2.6,3.4,2.9
5,3,2,18,14,144,151,45,49,5,1,4,10,11,87,135,30,40,0,2.05,3.5,4.0
6,2,2,21,9,161,107,57,39,3,1,6,10,16,116,143,37,53,1,1.29,6.0,13.0
3,2,5,11,14,133,104,37,42,1,3,6,12,24,132,104,44,46,2,1.36,5.25,9.5
6,3,1,17,8,97,93,38,38,4,4,2,16,15,149,145,46,51,0,1.44,4.5,9.0
4,3,3,15,12,132,137,48,38,0,1,9,8,22,102,145,28,60,0,1.5,4.5,7.5
5,2,3,8,9,101,160,32,46,5,2,3,20,14,175,82,66,39,1,5.25,4.0,1.7
1,3,6,7,15,102,139,25,47,6,3,1,21,16,153,129,54,45,2,2.7,3.4,2.75
5,1,4,13,12,129,125,38,45,2,3,5,12,17,111,145,36,46,1,2.15,3.5,3.6
4,2,4,10,12,79,139,28,41,6,4,0,21,7,160,118,68,33,0,4.75,3.6,1.85
2,2,6,12,25,111,162,42,53,4,4,2,16,12,154,97,54,29,1,5.75,4.33,1.62
4,4,2,22,15,134,141,54,52,4,1,5,11,9,131,147,46,35,0,2.1,3.6,3.75
2,3,5,12,21,140,111,47,48,5,4,1,14,7,109,94,36,36,1,3.4,3.4,2.3
4,2,4,12,9,135,145,49,32,4,3,3,16,13,141,138,49,39,1,2.6,3.3,3.0
4,2,4,19,16,165,79,63,41,1,3,6,7,17,104,138,24,46,1,1.3,6.0,11.0
1,3,6,9,18,105,152,33,51,3,5,2,20,15,139,140,49,55,0,2.9,3.5,2.55
3,1,6,11,18,115,144,39,56,5,1,4,14,12,126,123,39,43,2,2.9,3.3,2.63
3,5,2,14,15,141,152,45,48,6,2,2,10,7,99,142,32,38,0,2.63,3.3,2.9
0,2,8,7,20,100,147,26,59,6,2,2,22,10,148,109,52,39,2,6.5,4.2,1.57
4,4,2,15,11,156,94,51,27,4,2,4,11,13,82,134,31,40,0,1.4,4.75,10.0
5,5,0,21,8,154,117,67,35,3,2,5,14,23,103,155,39,51,2,1.36,5.5,9.0
6,3,1,21,14,148,128,53,43,3,2,5,10,12,137,105,41,38,1,3.2,3.5,2.35
2,2,6,9,14,126,105,39,41,3,1,6,11,17,120,142,39,57,1,1.33,5.25,12.0
3,5,2,21,16,137,137,50,54,7,2,1,21,13,145,128,53,44,2,2.1,3.75,3.6
4,4,2,12,7,110,90,38,33,1,3,6,9,18,107,144,33,47,2,1.45,4.5,8.5
4,2,4,15,22,96,162,38,55,0,2,8,7,21,105,144,25,57,0,2.05,3.5,4.0
4,3,3,14,11,141,140,44,41,4,5,1,21,10,152,113,69,35,2,2.7,3.4,2.8
6,2,2,8,5,100,152,31,42,5,2,3,13,8,135,138,50,29,2,2.5,3.2,3.2
3,3,4,12,15,75,149,27,45,2,3,5,12,22,136,113,47,51,2,2.55,3.3,3.0
1,2,7,8,19,105,134,28,49,2,6,2,12,14,157,137,51,43,0,2.1,3.4,3.9
5,1,4,13,11,126,122,41,40,4,4,2,16,12,161,91,52,27,1,4.2,3.6,1.95
7,2,1,24,8,147,105,54,34,5,2,3,20,15,151,86,60,45,1,2.45,3.5,3.0
0,3,7,6,19,105,131,28,49,2,6,2,10,12,149,142,46,38,0,2.63,3.25,2.75
3,3,4,13,21,141,111,48,48,5,2,3,14,9,131,149,50,32,0,2.4,3.3,3.0
3,1,6,10,13,127,105,42,39,6,1,3,16,10,117,118,44,41,0,1.44,4.5,7.5
3,4,3,13,13,152,87,44,28,8,2,0,22,10,139,115,51,37,1,1.91,3.8,3.8
5,2,3,20,13,149,79,58,42,3,1,6,12,17,122,147,38,57,1,1.2,7.0,13.0
4,2,4,14,21,93,156,37,58,2,5,3,20,17,138,138,51,55,2,3.2,3.5,2.2
3,3,4,11,12,134,142,41,43,7,2,1,21,7,129,109,47,33,1,3.6,3.5,2.05
5,2,3,7,6,118,153,31,39,3,4,3,10,9,109,87,33,33,1,3.25,3.2,2.3
1,3,6,7,16,115,127,26,44,3,3,4,11,14,72,153,25,48,1,1.91,3.4,4.5
4,5,1,19,9,150,102,67,31,2,2,6,9,17,97,136,30,42,1,1.4,4.75,8.0
6,2,2,18,11,124,115,46,33,3,3,4,12,20,139,108,46,46,1,1.44,4.75,8.0
4,3,3,12,9,118,152,42,34,2,2,6,6,14,111,117,26,36,0,2.1,3.4,4.0
3,4,3,20,16,144,135,54,52,5,2,3,8,6,119,151,29,43,2,1.95,3.6,4.2
3,4,3,10,8,111,88,34,31,3,2,5,11,12,134,104,41,37,0,2.6,3.3,3.0
2,2,6,8,18,91,135,31,47,0,4,6,7,19,97,129,34,48,1,2.05,3.6,3.8
6,1,3,17,11,118,123,45,37,5,4,1,20,7,146,102,66,32,2,3.75,3.5,2.1
3,3,4,11,13,74,139,26,42,4,2,4,13,16,97,153,34,54,1,2.2,3.25,3.75
2,6,2,9,11,139,135,44,43,3,3,4,12,11,136,139,41,44,1,3.6,3.4,2.2
7,2,1,20,10,130,123,49,39,5,2,3,18,13,145,84,56,41,0,4.33,4.0,1.85
3,0,7,11,19,121,146,38,60,4,3,3,13,12,164,80,44,27,2,5.5,3.9,1.7
6,2,2,17,11,120,117,46,35,3,2,5,7,15,93,157,30,53,1,1.29,6.5,11.0
7,2,1,18,8,115,130,46,38,3,3,4,11,17,144,106,48,41,0,1.91,3.75,4.33
2,5,3,7,8,113,84,29,31,2,3,5,6,13,102,118,27,36,1,1.55,4.2,7.0
3,2,5,8,12,82,130,29,44,3,2,5,11,11,137,126,39,42,1,3.2,3.4,2.4
3,0,7,11,19,120,155,39,65,0,4,6,7,19,95,129,36,49,1,2.5,3.25,3.2
6,1,3,18,10,119,116,45,34,4,3,3,13,12,151,90,50,44,2,5.0,4.0,1.75
3,3,4,11,13,88,137,30,42,5,2,3,11,9,118,152,32,44,1,2.8,3.2,2.8
2,6,2,8,11,128,144,45,46,5,2,3,14,12,169,75,47,26,1,4.0,3.5,2.05
4,4,2,11,6,122,133,43,33,2,3,5,9,12,133,108,41,38,2,3.8,3.5,2.1
3,4,3,23,17,147,133,54,50,6,3,1,22,8,143,99,65,30,0,2.8,3.5,2.63
0,4,6,7,20,94,131,36,51,4,4,2,11,8,121,131,43,34,1,3.2,3.25,2.45
3,4,3,10,12,142,108,45,34,2,6,2,8,10,134,159,50,44,2,2.0,3.6,4.0
3,2,5,7,13,87,164,28,53,3,4,3,9,9,126,87,34,34,0,5.0,3.7,1.8
3,3,4,11,10,135,104,41,37,3,3,4,12,14,97,131,31,42,0,1.44,4.5,9.0
5,1,4,13,13,177,85,47,33,6,2,2,16,10,116,122,44,36,0,2.88,3.4,2.6
5,2,3,15,13,161,95,54,46,3,5,2,23,16,149,132,52,49,0,1.53,4.75,6.0
3,1,6,10,11,139,121,40,41,5,1,4,17,12,117,120,45,38,1,1.95,3.5,4.33
5,2,3,12,9,116,155,34,46,4,2,4,9,11,76,133,27,44,1,2.05,3.3,4.2
1,3,6,5,14,100,128,27,39,3,0,7,11,20,124,142,42,60,2,1.8,3.6,5.25
5,4,1,18,8,148,100,60,30,6,3,1,17,8,119,130,45,34,2,1.75,3.8,5.25
1,4,5,7,17,94,123,37,46,6,3,1,15,6,116,137,42,33,0,3.6,3.4,2.2
3,4,3,11,13,137,107,47,37,4,2,4,9,12,76,126,26,43,1,1.91,3.6,4.5
3,4,3,12,9,141,101,41,36,2,6,2,17,14,141,137,46,45,0,1.83,3.75,4.75
4,3,3,13,12,162,97,54,45,4,3,3,11,9,120,139,39,36,1,1.4,5.25,8.5
3,2,5,10,16,86,167,28,55,3,6,1,11,9,136,150,52,43,1,2.5,3.4,3.0
3,1,6,10,11,143,109,45,40,3,4,3,12,13,96,132,31,39,1,1.73,3.75,5.5
4,4,2,15,8,152,97,59,30,4,0,6,13,16,114,137,38,57,1,1.36,5.25,9.5
4,2,4,13,15,183,91,46,36,3,4,3,12,12,133,91,37,35,2,2.3,3.25,3.5
6,1,3,15,10,121,145,36,42,5,3,2,16,13,115,136,44,39,0,4.33,3.6,1.95
1,3,6,7,15,102,120,29,39,4,1,5,15,14,101,127,41,42,1,2.38,3.25,3.4
3,3,4,9,12,120,134,38,36,5,3,2,18,8,164,92,66,28,2,3.6,3.5,2.15
5,4,1,14,6,116,143,41,34,5,2,3,14,10,127,134,40,41,1,2.1,3.5,3.8
3,4,3,11,12,127,106,35,39,3,1,6,12,11,141,109,46,37,2,1.91,3.5,4.75
3,2,5,8,15,77,133,24,51,4,2,4,12,14,180,89,46,33,2,4.33,3.5,1.95
4,0,6,14,19,110,152,37,64,4,4,2,14,12,132,115,50,39,0,3.0,3.4,2.5
4,1,5,14,13,106,125,39,38,3,2,5,11,17,107,157,37,53,1,2.05,3.5,4.0
3,4,3,12,14,101,128,31,41,1,4,5,8,18,105,122,42,48,0,2.1,3.3,4.0
3,5,2,11,10,130,160,50,49,5,2,3,17,12,166,103,55,48,0,5.0,4.0,1.73
5,3,2,15,12,113,136,43,41,3,5,2,15,11,136,102,44,38,2,2.1,3.5,3.9
2,6,2,19,16,137,135,46,47,2,3,5,8,14,104,124,31,36,2,1.73,3.8,5.5
5,3,2,14,11,111,144,41,46,4,1,5,13,10,132,101,47,34,0,1.75,3.75,5.25
3,3,4,10,14,112,146,34,43,4,4,2,13,11,131,114,51,40,2,2.45,3.3,3.2
5,4,1,14,6,113,137,39,35,4,2,4,13,17,179,84,44,35,1,2.63,3.4,2.88
2,4,4,9,12,122,103,30,36,4,2,4,13,13,114,133,38,45,1,1.7,3.75,5.75
3,2,5,12,19,79,125,27,51,5,3,2,17,8,166,93,65,27,2,4.5,3.75,1.85
3,1,6,14,20,108,148,38,62,5,3,2,18,10,171,99,55,42,2,8.0,4.75,1.45
2,5,3,10,13,101,132,30,42,3,2,5,8,13,100,128,32,34,0,2.63,3.1,3.1
3,6,1,12,8,130,154,49,40,1,5,4,8,14,110,110,43,39,1,1.91,3.5,4.75
1,6,3,16,18,141,132,39,49,3,2,5,12,16,109,152,38,51,1,1.65,4.2,5.5
5,1,4,15,12,109,123,39,34,3,5,2,15,11,127,107,43,37,0,4.33,3.5,1.95
1,5,4,6,13,104,121,39,39,3,1,6,11,21,82,130,27,54,1,2.45,3.2,3.3
3,2,5,12,19,183,89,44,41,2,1,7,12,21,101,147,35,61,0,1.44,4.75,8.5
5,3,2,16,9,161,98,48,36,6,3,1,15,5,119,141,42,35,2,1.62,4.2,6.0
3,2,5,11,14,109,151,39,50,2,5,3,10,13,111,133,34,40,1,2.15,3.4,3.8
4,2,4,12,7,134,106,42,36,4,5,1,13,7,138,153,49,39,1,1.73,3.8,5.5
4,2,4,13,14,117,130,35,45,2,5,3,16,15,148,120,40,42,2,2.7,3.4,2.8
3,3,4,9,13,110,135,36,39,2,3,5,6,15,107,147,29,45,0,2.25,3.3,3.6
6,2,2,20,8,174,98,67,28,4,2,4,12,10,107,123,36,32,1,1.5,4.33,8.0
5,3,2,12,9,120,117,45,37,5,3,2,13,10,120,151,49,47,2,3.8,3.5,2.1
3,5,2,15,11,134,110,46,36,3,3,4,11,11,127,106,33,33,0,2.15,3.3,3.9
4,3,3,11,11,122,108,44,36,3,2,5,11,17,121,133,34,47,2,2.05,3.4,4.1
3,6,1,16,11,131,112,45,38,3,2,5,10,14,122,148,45,49,1,1.44,4.75,8.0
2,3,5,6,15,105,147,26,44,3,2,5,10,11,96,143,29,40,2,2.25,3.3,3.6
3,4,3,18,14,143,117,42,40,2,4,4,9,13,107,143,30,44,2,1.53,4.2,7.5
3,1,6,11,21,88,126,30,50,4,4,2,13,8,147,140,49,40,0,2.38,3.4,3.25
2,2,6,13,20,97,147,33,59,3,3,4,12,12,123,113,39,36,1,5.25,3.75,1.75
3,4,3,10,11,119,131,37,36,5,1,4,12,6,119,115,39,36,2,3.2,3.25,2.5
5,3,2,12,9,114,157,47,47,6,3,1,15,6,117,153,44,37,1,1.75,4.0,5.0
2,4,4,7,12,105,110,40,38,3,3,4,14,19,189,90,48,42,2,4.75,3.6,1.85
5,3,2,17,10,172,105,48,39,7,1,2,20,7,191,90,73,24,2,2.1,3.75,3.6
5,3,2,14,7,115,166,42,38,3,1,6,12,22,92,122,31,53,1,1.5,4.33,6.0
6,1,3,13,5,117,116,41,33,4,6,0,20,10,135,113,45,37,2,2.8,3.25,2.5
4,1,5,14,18,120,122,37,40,2,4,4,7,16,93,113,39,43,1,1.62,3.75,5.5
3,2,5,11,12,93,143,26,45,3,3,4,10,13,122,108,41,37,0,2.38,3.25,3.0
3,3,4,8,11,108,149,29,42,1,3,6,6,17,107,142,28,44,1,2.6,3.1,2.8
4,4,2,15,10,136,141,46,40,3,2,5,15,20,104,146,36,59,1,1.8,3.5,4.5
8,1,1,21,6,177,101,68,24,3,4,3,9,10,119,131,32,36,1,1.4,4.2,9.0
3,3,4,12,12,124,123,40,36,5,3,2,12,10,130,146,49,48,1,3.0,3.25,2.38
2,3,5,7,17,88,116,33,42,3,3,4,17,14,162,113,45,39,2,4.5,3.6,1.91
2,4,4,8,12,117,116,37,36,6,1,3,14,5,113,119,39,31,1,2.9,3.25,2.7
5,3,2,12,5,118,162,40,34,4,3,3,10,11,113,148,32,37,0,1.73,3.8,5.5
2,1,7,10,22,95,124,28,54,4,6,0,19,10,134,109,42,36,2,5.25,4.0,1.7
3,2,5,14,18,106,138,37,55,0,3,7,6,19,110,127,27,44,0,2.5,3.3,3.1
4,3,3,12,12,135,133,49,47,3,3,4,10,12,108,154,34,48,2,1.36,5.25,10.0
4,2,4,18,17,172,92,49,41,4,3,3,16,11,178,98,47,35,1,2.63,3.4,2.88
4,3,3,14,12,120,130,43,37,2,3,5,8,12,101,142,22,44,1,1.67,3.8,6.0
5,1,4,15,17,105,115,35,38,2,2,6,9,18,124,143,45,46,1,2.0,3.5,4.2
5,3,2,16,10,134,133,47,42,8,1,1,21,7,198,100,76,24,1,4.0,3.6,2.0
5,5,0,19,9,127,110,42,35,5,1,4,14,17,101,109,34,35,0,1.5,4.5,7.5
4,3,3,18,12,159,117,47,39,6,2,2,16,9,138,137,46,36,2,1.73,4.0,5.0
4,3,3,15,12,162,101,43,37,2,2,6,7,19,97,116,30,45,1,1.22,7.0,15.0
2,1,7,8,18,121,142,44,41,3,3,4,10,12,116,114,37,37,2,2.63,3.4,2.88
5,1,4,10,7,104,121,35,31,3,3,4,15,16,112,132,40,51,0,1.6,4.0,6.5
3,3,4,11,13,112,163,34,49,2,1,7,11,21,97,119,27,46,1,2.05,3.5,4.0
7,1,2,18,8,192,103,68,24,4,3,3,13,10,146,129,49,44,0,2.38,3.4,3.25
2,2,6,6,11,102,139,22,45,5,4,1,14,6,133,148,42,33,2,3.0,3.4,2.55
0,3,7,8,21,115,134,32,46,5,2,3,21,14,171,90,52,38,2,3.8,3.5,2.1
4,4,2,12,12,115,163,32,40,5,3,2,15,10,123,130,40,37,1,4.33,3.4,2.0
4,3,3,13,11,122,115,39,34,4,2,4,12,13,117,161,34,50,1,1.95,3.5,4.33
1,1,8,9,22,96,123,26,46,4,3,3,15,11,165,92,43,35,0,6.0,4.2,1.6
4,2,4,11,15,109,114,34,39,5,2,3,10,6,105,119,36,29,2,2.7,3.2,2.9
2,2,6,7,21,93,129,28,50,6,2,2,18,9,208,104,76,27,2,7.5,4.5,1.5
6,3,1,15,6,136,138,45,32,2,1,7,9,20,125,138,46,39,1,1.57,4.33,6.25
5,5,0,20,10,139,114,46,38,6,2,2,17,10,142,137,46,40,0,1.75,3.8,5.25
0,2,8,9,23,119,148,34,48,7,2,1,16,6,130,142,44,34,2,3.0,3.4,2.5
3,3,4,19,15,154,124,48,43,3,4,3,13,12,143,145,47,52,2,2.7,3.5,2.7
4,2,4,13,14,120,154,34,48,2,2,6,6,20,96,135,27,52,1,1.67,3.8,6.0
2,2,6,5,10,104,143,25,49,4,2,4,11,15,112,109,33,38,2,2.4,3.25,3.3
4,4,2,12,12,102,163,29,39,0,2,8,8,22,91,128,25,45,2,2.25,3.3,3.6
4,3,3,15,11,159,86,41,31,5,2,3,15,11,118,131,39,36,2,1.83,3.75,4.75
2,1,7,9,20,131,126,46,35,3,4,3,16,16,115,131,40,50,0,2.1,3.5,3.8
6,2,2,12,6,106,122,36,30,5,2,3,22,15,165,97,53,39,1,2.63,3.4,2.88
7,1,2,19,8,208,103,80,26,5,2,3,16,13,125,111,43,36,1,1.53,4.33,7.0
3,4,3,14,12,138,138,47,48,2,2,6,5,10,102,136,26,50,1,1.36,5.25,10.0
1,2,7,5,21,95,136,26,52,4,6,0,19,12,151,119,47,40,2,6.5,4.33,1.57
5,2,3,15,13,116,118,39,39,3,3,4,13,11,169,80,38,31,2,3.75,3.6,2.1
4,2,4,23,18,166,105,56,41,8,1,1,22,7,204,95,83,24,0,2.5,3.4,3.0
1,2,7,8,19,93,124,24,41,2,2,6,10,20,133,124,48,36,1,2.2,3.4,3.6
4,2,4,10,15,107,113,35,40,5,2,3,12,10,120,159,30,45,0,2.2,3.4,3.6
2,5,3,14,16,116,140,38,55,3,4,3,10,12,96,160,24,37,0,2.1,3.3,4.0
5,3,2,17,12,137,136,42,43,0,2,8,9,21,123,146,34,47,0,1.95,3.6,4.2
7,2,1,16,6,128,133,45,33,6,2,2,13,8,107,136,34,38,1,2.25,3.4,3.5
5,2,3,14,10,104,148,36,34,3,3,4,16,13,147,127,47,41,1,2.1,3.5,3.75
1,1,8,4,24,96,135,25,55,4,2,4,12,17,112,123,33,43,2,3.4,3.2,2.2
0,3,7,11,22,126,151,38,50,2,2,6,11,18,96,122,27,38,1,2.05,3.4,3.6
4,2,4,17,11,162,84,40,31,3,4,3,8,10,86,168,18,42,1,1.33,5.0,9.0
5,2,3,10,9,108,138,31,42,2,1,7,9,20,132,125,47,38,1,1.53,4.0,6.0
4,3,3,13,12,122,158,31,48,5,5,0,21,10,148,121,53,38,1,3.75,3.4,2.0
2,2,6,5,12,104,140,27,55,3,2,5,15,13,142,118,45,39,0,3.4,3.3,2.15
4,4,2,16,13,145,137,43,44,4,3,3,15,9,143,122,54,44,0,3.6,3.5,2.0
4,3,3,24,17,158,105,61,36,4,2,4,12,17,105,117,34,40,1,1.55,4.0,5.75
1,6,3,10,14,131,133,40,50,8,1,1,16,5,127,129,44,30,2,3.4,3.4,2.1
7,2,1,19,7,196,105,77,29,6,1,3,12,7,102,141,34,29,1,1.91,3.5,4.0
1,3,6,12,18,130,147,41,50,3,2,5,16,14,147,109,50,39,0,2.9,3.4,2.6
5,4,1,18,8,142,124,48,40,4,2,4,15,12,158,88,40,30,2,2.75,3.4,2.7
3,2,5,13,11,147,113,51,38,5,2,3,12,10,121,135,35,44,0,2.7,3.4,2.8
5,1,4,11,10,100,138,34,33,1,0,9,5,26,87,143,22,58,1,1.22,7.0,17.0
1,1,8,8,22,114,135,40,41,4,3,3,12,11,127,146,32,48,1,2.3,3.4,3.4
2,2,6,7,14,103,122,26,37,1,6,3,9,12,141,124,39,46,2,2.4,3.3,3.25
3,4,3,9,9,90,172,20,41,2,3,5,6,12,104,142,30,60,2,2.4,3.2,3.4
4,3,3,18,12,146,127,57,45,1,4,5,11,15,137,132,44,44,0,1.33,5.75,9.5
5,1,4,13,17,109,119,31,39,5,2,3,25,15,150,101,61,34,2,3.6,3.5,2.15
8,1,1,15,5,129,141,46,29,4,5,1,18,14,154,125,47,40,0,1.95,3.6,4.2
4,2,4,13,18,112,116,35,41,7,2,1,19,6,188,99,74,27,2,4.5,3.75,1.85
2,1,7,10,20,115,133,45,37,5,1,4,16,10,153,89,45,31,0,6.0,4.5,1.57
6,2,2,27,15,150,112,63,38,3,3,4,13,10,134,124,51,37,1,1.73,4.0,5.0
6,1,3,12,9,105,138,37,32,1,5,4,11,14,130,145,43,46,1,1.53,4.33,7.0
4,5,1,18,14,163,115,48,39,2,3,5,5,11,102,147,29,62,1,1.57,4.33,6.5
4,4,2,19,12,158,122,62,41,3,3,4,9,10,102,168,24,41,1,1.29,6.0,13.0
1,0,9,5,25,88,131,21,56,5,2,3,13,11,125,121,36,35,2,7.5,4.2,1.53
4,1,5,12,18,119,124,32,42,4,4,2,17,11,141,126,46,47,2,3.1,3.5,2.4
6,2,2,26,11,174,109,69,33,2,2,6,11,18,113,124,45,35,0,1.57,4.5,6.0
4,2,4,16,11,156,83,48,32,4,2,4,13,19,114,124,37,42,1,1.3,6.0,11.0
7,2,1,15,7,122,146,42,31,4,2,4,11,13,120,141,29,48,1,1.75,3.7,5.5
2,5,3,11,11,139,128,37,47,5,3,2,21,12,153,116,58,39,0,4.5,4.0,1.8
7,2,1,20,6,194,101,74,27,3,2,5,8,11,93,166,18,44,0,1.22,7.0,15.0
4,4,2,19,12,163,111,60,38,2,2,6,7,14,112,113,30,34,1,1.29,6.5,11.0
2,3,5,10,14,119,154,44,47,4,1,5,13,20,115,130,32,41,1,2.0,3.8,3.8
1,3,6,12,20,100,130,41,39,1,4,5,10,15,123,142,41,53,1,2.0,3.6,4.0
4,2,4,13,20,117,121,36,42,2,6,2,11,10,140,142,38,52,0,2.75,3.3,2.8
2,2,6,6,14,97,153,30,65,0,0,10,5,29,94,136,25,59,1,1.7,3.8,5.75
3,3,4,9,11,102,166,21,39,4,5,1,19,15,156,116,49,41,2,4.0,3.4,2.1
6,1,3,11,9,106,133,42,32,7,2,1,16,6,126,133,44,28,0,2.1,3.4,3.9
5,2,3,16,13,134,119,41,40,5,2,3,19,8,145,83,50,27,1,2.8,3.4,2.7
4,1,5,10,16,110,147,27,55,6,3,1,28,11,173,102,71,30,1,3.1,3.5,2.4
5,3,2,21,12,145,127,46,48,6,3,1,20,7,187,114,67,30,0,2.75,3.6,2.63
0,0,10,7,26,95,143,26,56,2,3,5,12,15,100,124,41,37,0,5.75,4.2,1.65
4,1,5,13,19,120,131,32,40,2,3,5,8,14,112,140,25,37,0,1.95,3.6,4.2
1,4,5,9,14,118,142,37,54,3,3,4,11,20,117,124,33,45,1,2.05,3.5,3.9
7,3,0,16,5,133,130,44,28,2,3,5,9,15,117,159,43,46,1,1.91,4.0,4.0
2,2,6,7,13,112,117,29,34,6,1,3,11,9,110,131,41,30,2,4.5,3.6,1.91
2,6,2,10,9,147,137,41,50,5,3,2,22,13,142,126,46,46,1,3.0,3.5,2.45
5,5,0,22,14,146,123,51,44,5,1,4,13,16,115,145,34,53,2,1.44,4.75,8.0
6,2,2,27,12,168,113,69,37,3,2,5,9,15,112,134,36,58,1,1.5,4.5,7.5
5,2,3,20,10,132,91,51,31,4,4,2,18,11,153,116,57,38,0,2.5,3.6,2.9
5,4,1,20,8,197,108,69,31,5,2,3,19,15,135,112,43,43,2,2.05,3.6,3.9
5,4,1,21,16,160,123,52,47,7,1,2,11,7,113,118,37,27,1,3.0,3.5,2.45
6,2,2,23,12,176,121,65,39,4,3,3,19,15,136,131,49,46,0,2.0,3.8,3.8
2,1,7,5,12,107,121,28,30,2,2,6,7,16,116,139,36,56,1,1.83,3.75,4.75
2,6,2,11,10,141,134,40,52,2,3,5,10,17,92,186,42,53,1,1.75,4.0,5.0
4,5,1,18,10,145,123,54,36,0,1,9,6,24,92,141,25,56,1,1.17,9.0,17.0
3,4,3,18,15,133,152,52,53,7,3,0,18,6,152,130,49,32,0,2.3,3.75,3.1
1,3,6,7,19,99,186,41,56,3,1,6,9,13,116,120,33,34,1,1.8,4.0,4.5
2,4,4,12,14,104,117,41,35,4,4,2,19,9,183,108,61,29,1,4.5,4.0,1.8
