odds-home,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-opposition-shots,home-shots-on-target,home-opposition-shots-on-target,odds-draw,odds-away,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-opposition-shots,away-shots-on-target,away-opposition-shots-on-target,result
1.91,1,3,6,7,16,115,127,26,44,3.4,4.5,3,3,4,11,14,72,153,25,48,H
1.4,4,5,1,19,9,150,102,67,31,4.75,8.0,2,2,6,9,17,97,136,30,42,H
1.44,6,2,2,18,11,124,115,46,33,4.75,8.0,3,3,4,12,20,139,108,46,46,H
2.1,4,3,3,12,9,118,152,42,34,3.4,4.0,2,2,6,6,14,111,117,26,36,D
1.95,3,4,3,20,16,144,135,54,52,3.6,4.2,5,2,3,8,6,119,151,29,43,A
2.6,3,4,3,10,8,111,88,34,31,3.3,3.0,3,2,5,11,12,134,104,41,37,D
2.05,2,2,6,8,18,91,135,31,47,3.6,3.8,0,4,6,7,19,97,129,34,48,H
3.75,6,1,3,17,11,118,123,45,37,3.5,2.1,5,4,1,20,7,146,102,66,32,A
2.2,3,3,4,11,13,74,139,26,42,3.25,3.75,4,2,4,13,16,97,153,34,54,H
3.6,2,6,2,9,11,139,135,44,43,3.4,2.2,3,3,4,12,11,136,139,41,44,H
4.33,7,2,1,20,10,130,123,49,39,4.0,1.85,5,2,3,18,13,145,84,56,41,D
5.5,3,0,7,11,19,121,146,38,60,3.9,1.7,4,3,3,13,12,164,80,44,27,A
1.29,6,2,2,17,11,120,117,46,35,6.5,11.0,3,2,5,7,15,93,157,30,53,H
1.91,7,2,1,18,8,115,130,46,38,3.75,4.33,3,3,4,11,17,144,106,48,41,D
1.55,2,5,3,7,8,113,84,29,31,4.2,7.0,2,3,5,6,13,102,118,27,36,H
3.2,3,2,5,8,12,82,130,29,44,3.4,2.4,3,2,5,11,11,137,126,39,42,H
2.5,3,0,7,11,19,120,155,39,65,3.25,3.2,0,4,6,7,19,95,129,36,49,H
5.0,6,1,3,18,10,119,116,45,34,4.0,1.75,4,3,3,13,12,151,90,50,44,A
2.8,3,3,4,11,13,88,137,30,42,3.2,2.8,5,2,3,11,9,118,152,32,44,H
4.0,2,6,2,8,11,128,144,45,46,3.5,2.05,5,2,3,14,12,169,75,47,26,H
3.8,4,4,2,11,6,122,133,43,33,3.5,2.1,2,3,5,9,12,133,108,41,38,A
2.8,3,4,3,23,17,147,133,54,50,3.5,2.63,6,3,1,22,8,143,99,65,30,D
3.2,0,4,6,7,20,94,131,36,51,3.25,2.45,4,4,2,11,8,121,131,43,34,H
2.0,3,4,3,10,12,142,108,45,34,3.6,4.0,2,6,2,8,10,134,159,50,44,A
5.0,3,2,5,7,13,87,164,28,53,3.7,1.8,3,4,3,9,9,126,87,34,34,D
1.44,3,3,4,11,10,135,104,41,37,4.5,9.0,3,3,4,12,14,97,131,31,42,D
2.88,5,1,4,13,13,177,85,47,33,3.4,2.6,6,2,2,16,10,116,122,44,36,D
1.53,5,2,3,15,13,161,95,54,46,4.75,6.0,3,5,2,23,16,149,132,52,49,D
1.95,3,1,6,10,11,139,121,40,41,3.5,4.33,5,1,4,17,12,117,120,45,38,H
2.05,5,2,3,12,9,116,155,34,46,3.3,4.2,4,2,4,9,11,76,133,27,44,H
1.8,1,3,6,5,14,100,128,27,39,3.6,5.25,3,0,7,11,20,124,142,42,60,A
1.75,5,4,1,18,8,148,100,60,30,3.8,5.25,6,3,1,17,8,119,130,45,34,A
3.6,1,4,5,7,17,94,123,37,46,3.4,2.2,6,3,1,15,6,116,137,42,33,D
1.91,3,4,3,11,13,137,107,47,37,3.6,4.5,4,2,4,9,12,76,126,26,43,H
1.83,3,4,3,12,9,141,101,41,36,3.75,4.75,2,6,2,17,14,141,137,46,45,D
1.4,4,3,3,13,12,162,97,54,45,5.25,8.5,4,3,3,11,9,120,139,39,36,H
2.5,3,2,5,10,16,86,167,28,55,3.4,3.0,3,6,1,11,9,136,150,52,43,H
1.73,3,1,6,10,11,143,109,45,40,3.75,5.5,3,4,3,12,13,96,132,31,39,H
1.36,4,4,2,15,8,152,97,59,30,5.25,9.5,4,0,6,13,16,114,137,38,57,H
2.3,4,2,4,13,15,183,91,46,36,3.25,3.5,3,4,3,12,12,133,91,37,35,A
4.33,6,1,3,15,10,121,145,36,42,3.6,1.95,5,3,2,16,13,115,136,44,39,D
2.38,1,3,6,7,15,102,120,29,39,3.25,3.4,4,1,5,15,14,101,127,41,42,H
3.6,3,3,4,9,12,120,134,38,36,3.5,2.15,5,3,2,18,8,164,92,66,28,A
2.1,5,4,1,14,6,116,143,41,34,3.5,3.8,5,2,3,14,10,127,134,40,41,H
1.91,3,4,3,11,12,127,106,35,39,3.5,4.75,3,1,6,12,11,141,109,46,37,A
4.33,3,2,5,8,15,77,133,24,51,3.5,1.95,4,2,4,12,14,180,89,46,33,A
3.0,4,0,6,14,19,110,152,37,64,3.4,2.5,4,4,2,14,12,132,115,50,39,D
2.05,4,1,5,14,13,106,125,39,38,3.5,4.0,3,2,5,11,17,107,157,37,53,H
2.1,3,4,3,12,14,101,128,31,41,3.3,4.0,1,4,5,8,18,105,122,42,48,D
5.0,3,5,2,11,10,130,160,50,49,4.0,1.73,5,2,3,17,12,166,103,55,48,D
2.1,5,3,2,15,12,113,136,43,41,3.5,3.9,3,5,2,15,11,136,102,44,38,A
1.73,2,6,2,19,16,137,135,46,47,3.8,5.5,2,3,5,8,14,104,124,31,36,A
1.75,5,3,2,14,11,111,144,41,46,3.75,5.25,4,1,5,13,10,132,101,47,34,D
2.45,3,3,4,10,14,112,146,34,43,3.3,3.2,4,4,2,13,11,131,114,51,40,A
2.63,5,4,1,14,6,113,137,39,35,3.4,2.88,4,2,4,13,17,179,84,44,35,H
1.7,2,4,4,9,12,122,103,30,36,3.75,5.75,4,2,4,13,13,114,133,38,45,H
4.5,3,2,5,12,19,79,125,27,51,3.75,1.85,5,3,2,17,8,166,93,65,27,A
8.0,3,1,6,14,20,108,148,38,62,4.75,1.45,5,3,2,18,10,171,99,55,42,A
2.63,2,5,3,10,13,101,132,30,42,3.1,3.1,3,2,5,8,13,100,128,32,34,D
1.91,3,6,1,12,8,130,154,49,40,3.5,4.75,1,5,4,8,14,110,110,43,39,H
1.65,1,6,3,16,18,141,132,39,49,4.2,5.5,3,2,5,12,16,109,152,38,51,H
4.33,5,1,4,15,12,109,123,39,34,3.5,1.95,3,5,2,15,11,127,107,43,37,D
2.45,1,5,4,6,13,104,121,39,39,3.2,3.3,3,1,6,11,21,82,130,27,54,H
1.44,3,2,5,12,19,183,89,44,41,4.75,8.5,2,1,7,12,21,101,147,35,61,D
1.62,5,3,2,16,9,161,98,48,36,4.2,6.0,6,3,1,15,5,119,141,42,35,A
2.15,3,2,5,11,14,109,151,39,50,3.4,3.8,2,5,3,10,13,111,133,34,40,H
1.73,4,2,4,12,7,134,106,42,36,3.8,5.5,4,5,1,13,7,138,153,49,39,H
2.7,4,2,4,13,14,117,130,35,45,3.4,2.8,2,5,3,16,15,148,120,40,42,A
2.25,3,3,4,9,13,110,135,36,39,3.3,3.6,2,3,5,6,15,107,147,29,45,D
1.5,6,2,2,20,8,174,98,67,28,4.33,8.0,4,2,4,12,10,107,123,36,32,H
3.8,5,3,2,12,9,120,117,45,37,3.5,2.1,5,3,2,13,10,120,151,49,47,A
2.15,3,5,2,15,11,134,110,46,36,3.3,3.9,3,3,4,11,11,127,106,33,33,D
2.05,4,3,3,11,11,122,108,44,36,3.4,4.1,3,2,5,11,17,121,133,34,47,A
1.44,3,6,1,16,11,131,112,45,38,4.75,8.0,3,2,5,10,14,122,148,45,49,H
2.25,2,3,5,6,15,105,147,26,44,3.3,3.6,3,2,5,10,11,96,143,29,40,A
1.53,3,4,3,18,14,143,117,42,40,4.2,7.5,2,4,4,9,13,107,143,30,44,A
2.38,3,1,6,11,21,88,126,30,50,3.4,3.25,4,4,2,13,8,147,140,49,40,D
5.25,2,2,6,13,20,97,147,33,59,3.75,1.75,3,3,4,12,12,123,113,39,36,H
3.2,3,4,3,10,11,119,131,37,36,3.25,2.5,5,1,4,12,6,119,115,39,36,A
1.75,5,3,2,12,9,114,157,47,47,4.0,5.0,6,3,1,15,6,117,153,44,37,H
4.75,2,4,4,7,12,105,110,40,38,3.6,1.85,3,3,4,14,19,189,90,48,42,A
2.1,5,3,2,17,10,172,105,48,39,3.75,3.6,7,1,2,20,7,191,90,73,24,A
1.5,5,3,2,14,7,115,166,42,38,4.33,6.0,3,1,6,12,22,92,122,31,53,H
2.8,6,1,3,13,5,117,116,41,33,3.25,2.5,4,6,0,20,10,135,113,45,37,A
1.62,4,1,5,14,18,120,122,37,40,3.75,5.5,2,4,4,7,16,93,113,39,43,H
2.38,3,2,5,11,12,93,143,26,45,3.25,3.0,3,3,4,10,13,122,108,41,37,D
2.6,3,3,4,8,11,108,149,29,42,3.1,2.8,1,3,6,6,17,107,142,28,44,H
1.8,4,4,2,15,10,136,141,46,40,3.5,4.5,3,2,5,15,20,104,146,36,59,H
1.4,8,1,1,21,6,177,101,68,24,4.2,9.0,3,4,3,9,10,119,131,32,36,H
3.0,3,3,4,12,12,124,123,40,36,3.25,2.38,5,3,2,12,10,130,146,49,48,H
4.5,2,3,5,7,17,88,116,33,42,3.6,1.91,3,3,4,17,14,162,113,45,39,A
2.9,2,4,4,8,12,117,116,37,36,3.25,2.7,6,1,3,14,5,113,119,39,31,H
1.73,5,3,2,12,5,118,162,40,34,3.8,5.5,4,3,3,10,11,113,148,32,37,D
5.25,2,1,7,10,22,95,124,28,54,4.0,1.7,4,6,0,19,10,134,109,42,36,A
2.5,3,2,5,14,18,106,138,37,55,3.3,3.1,0,3,7,6,19,110,127,27,44,D
1.36,4,3,3,12,12,135,133,49,47,5.25,10.0,3,3,4,10,12,108,154,34,48,A
2.63,4,2,4,18,17,172,92,49,41,3.4,2.88,4,3,3,16,11,178,98,47,35,H
1.67,4,3,3,14,12,120,130,43,37,3.8,6.0,2,3,5,8,12,101,142,22,44,H
2.0,5,1,4,15,17,105,115,35,38,3.5,4.2,2,2,6,9,18,124,143,45,46,H
4.0,5,3,2,16,10,134,133,47,42,3.6,2.0,8,1,1,21,7,198,100,76,24,H
1.5,5,5,0,19,9,127,110,42,35,4.5,7.5,5,1,4,14,17,101,109,34,35,D
1.73,4,3,3,18,12,159,117,47,39,4.0,5.0,6,2,2,16,9,138,137,46,36,A
1.22,4,3,3,15,12,162,101,43,37,7.0,15.0,2,2,6,7,19,97,116,30,45,H
2.63,2,1,7,8,18,121,142,44,41,3.4,2.88,3,3,4,10,12,116,114,37,37,A
1.6,5,1,4,10,7,104,121,35,31,4.0,6.5,3,3,4,15,16,112,132,40,51,D
2.05,3,3,4,11,13,112,163,34,49,3.5,4.0,2,1,7,11,21,97,119,27,46,H
2.38,7,1,2,18,8,192,103,68,24,3.4,3.25,4,3,3,13,10,146,129,49,44,D
3.0,2,2,6,6,11,102,139,22,45,3.4,2.55,5,4,1,14,6,133,148,42,33,A
3.8,0,3,7,8,21,115,134,32,46,3.5,2.1,5,2,3,21,14,171,90,52,38,A
4.33,4,4,2,12,12,115,163,32,40,3.4,2.0,5,3,2,15,10,123,130,40,37,H
1.95,4,3,3,13,11,122,115,39,34,3.5,4.33,4,2,4,12,13,117,161,34,50,H
6.0,1,1,8,9,22,96,123,26,46,4.2,1.6,4,3,3,15,11,165,92,43,35,D
2.7,4,2,4,11,15,109,114,34,39,3.2,2.9,5,2,3,10,6,105,119,36,29,A
7.5,2,2,6,7,21,93,129,28,50,4.5,1.5,6,2,2,18,9,208,104,76,27,A
1.57,6,3,1,15,6,136,138,45,32,4.33,6.25,2,1,7,9,20,125,138,46,39,H
1.75,5,5,0,20,10,139,114,46,38,3.8,5.25,6,2,2,17,10,142,137,46,40,D
3.0,0,2,8,9,23,119,148,34,48,3.4,2.5,7,2,1,16,6,130,142,44,34,A
2.7,3,3,4,19,15,154,124,48,43,3.5,2.7,3,4,3,13,12,143,145,47,52,A
1.67,4,2,4,13,14,120,154,34,48,3.8,6.0,2,2,6,6,20,96,135,27,52,H
2.4,2,2,6,5,10,104,143,25,49,3.25,3.3,4,2,4,11,15,112,109,33,38,A
2.25,4,4,2,12,12,102,163,29,39,3.3,3.6,0,2,8,8,22,91,128,25,45,A
1.83,4,3,3,15,11,159,86,41,31,3.75,4.75,5,2,3,15,11,118,131,39,36,A
2.1,2,1,7,9,20,131,126,46,35,3.5,3.8,3,4,3,16,16,115,131,40,50,D
2.63,6,2,2,12,6,106,122,36,30,3.4,2.88,5,2,3,22,15,165,97,53,39,H
1.53,7,1,2,19,8,208,103,80,26,4.33,7.0,5,2,3,16,13,125,111,43,36,H
1.36,3,4,3,14,12,138,138,47,48,5.25,10.0,2,2,6,5,10,102,136,26,50,H
6.5,1,2,7,5,21,95,136,26,52,4.33,1.57,4,6,0,19,12,151,119,47,40,A
3.75,5,2,3,15,13,116,118,39,39,3.6,2.1,3,3,4,13,11,169,80,38,31,A
2.5,4,2,4,23,18,166,105,56,41,3.4,3.0,8,1,1,22,7,204,95,83,24,D
2.2,1,2,7,8,19,93,124,24,41,3.4,3.6,2,2,6,10,20,133,124,48,36,H
2.2,4,2,4,10,15,107,113,35,40,3.4,3.6,5,2,3,12,10,120,159,30,45,D
2.1,2,5,3,14,16,116,140,38,55,3.3,4.0,3,4,3,10,12,96,160,24,37,D
1.95,5,3,2,17,12,137,136,42,43,3.6,4.2,0,2,8,9,21,123,146,34,47,D
2.25,7,2,1,16,6,128,133,45,33,3.4,3.5,6,2,2,13,8,107,136,34,38,H
2.1,5,2,3,14,10,104,148,36,34,3.5,3.75,3,3,4,16,13,147,127,47,41,H
3.4,1,1,8,4,24,96,135,25,55,3.2,2.2,4,2,4,12,17,112,123,33,43,A
2.05,0,3,7,11,22,126,151,38,50,3.4,3.6,2,2,6,11,18,96,122,27,38,H
1.33,4,2,4,17,11,162,84,40,31,5.0,9.0,3,4,3,8,10,86,168,18,42,H
1.53,5,2,3,10,9,108,138,31,42,4.0,6.0,2,1,7,9,20,132,125,47,38,H
3.75,4,3,3,13,12,122,158,31,48,3.4,2.0,5,5,0,21,10,148,121,53,38,H
3.4,2,2,6,5,12,104,140,27,55,3.3,2.15,3,2,5,15,13,142,118,45,39,D
3.6,4,4,2,16,13,145,137,43,44,3.5,2.0,4,3,3,15,9,143,122,54,44,D
1.55,4,3,3,24,17,158,105,61,36,4.0,5.75,4,2,4,12,17,105,117,34,40,H
3.4,1,6,3,10,14,131,133,40,50,3.4,2.1,8,1,1,16,5,127,129,44,30,A
1.91,7,2,1,19,7,196,105,77,29,3.5,4.0,6,1,3,12,7,102,141,34,29,H
2.9,1,3,6,12,18,130,147,41,50,3.4,2.6,3,2,5,16,14,147,109,50,39,D
2.75,5,4,1,18,8,142,124,48,40,3.4,2.7,4,2,4,15,12,158,88,40,30,A
2.7,3,2,5,13,11,147,113,51,38,3.4,2.8,5,2,3,12,10,121,135,35,44,D
1.22,5,1,4,11,10,100,138,34,33,7.0,17.0,1,0,9,5,26,87,143,22,58,H
2.3,1,1,8,8,22,114,135,40,41,3.4,3.4,4,3,3,12,11,127,146,32,48,H
2.4,2,2,6,7,14,103,122,26,37,3.3,3.25,1,6,3,9,12,141,124,39,46,A
2.4,3,4,3,9,9,90,172,20,41,3.2,3.4,2,3,5,6,12,104,142,30,60,A
1.33,4,3,3,18,12,146,127,57,45,5.75,9.5,1,4,5,11,15,137,132,44,44,D
3.6,5,1,4,13,17,109,119,31,39,3.5,2.15,5,2,3,25,15,150,101,61,34,A
1.95,8,1,1,15,5,129,141,46,29,3.6,4.2,4,5,1,18,14,154,125,47,40,D
4.5,4,2,4,13,18,112,116,35,41,3.75,1.85,7,2,1,19,6,188,99,74,27,A
6.0,2,1,7,10,20,115,133,45,37,4.5,1.57,5,1,4,16,10,153,89,45,31,D
1.73,6,2,2,27,15,150,112,63,38,4.0,5.0,3,3,4,13,10,134,124,51,37,H
1.53,6,1,3,12,9,105,138,37,32,4.33,7.0,1,5,4,11,14,130,145,43,46,H
1.57,4,5,1,18,14,163,115,48,39,4.33,6.5,2,3,5,5,11,102,147,29,62,H
1.29,4,4,2,19,12,158,122,62,41,6.0,13.0,3,3,4,9,10,102,168,24,41,H
7.5,1,0,9,5,25,88,131,21,56,4.2,1.53,5,2,3,13,11,125,121,36,35,A
3.1,4,1,5,12,18,119,124,32,42,3.5,2.4,4,4,2,17,11,141,126,46,47,A
1.57,6,2,2,26,11,174,109,69,33,4.5,6.0,2,2,6,11,18,113,124,45,35,D
1.3,4,2,4,16,11,156,83,48,32,6.0,11.0,4,2,4,13,19,114,124,37,42,H
1.75,7,2,1,15,7,122,146,42,31,3.7,5.5,4,2,4,11,13,120,141,29,48,H
4.5,2,5,3,11,11,139,128,37,47,4.0,1.8,5,3,2,21,12,153,116,58,39,D
1.22,7,2,1,20,6,194,101,74,27,7.0,15.0,3,2,5,8,11,93,166,18,44,D
1.29,4,4,2,19,12,163,111,60,38,6.5,11.0,2,2,6,7,14,112,113,30,34,H
2.0,2,3,5,10,14,119,154,44,47,3.8,3.8,4,1,5,13,20,115,130,32,41,H
2.0,1,3,6,12,20,100,130,41,39,3.6,4.0,1,4,5,10,15,123,142,41,53,H
2.75,4,2,4,13,20,117,121,36,42,3.3,2.8,2,6,2,11,10,140,142,38,52,D
1.7,2,2,6,6,14,97,153,30,65,3.8,5.75,0,0,10,5,29,94,136,25,59,H
4.0,3,3,4,9,11,102,166,21,39,3.4,2.1,4,5,1,19,15,156,116,49,41,A
2.1,6,1,3,11,9,106,133,42,32,3.4,3.9,7,2,1,16,6,126,133,44,28,D
2.8,5,2,3,16,13,134,119,41,40,3.4,2.7,5,2,3,19,8,145,83,50,27,H
3.1,4,1,5,10,16,110,147,27,55,3.5,2.4,6,3,1,28,11,173,102,71,30,H
2.75,5,3,2,21,12,145,127,46,48,3.6,2.63,6,3,1,20,7,187,114,67,30,D
5.75,0,0,10,7,26,95,143,26,56,4.2,1.65,2,3,5,12,15,100,124,41,37,D
1.95,4,1,5,13,19,120,131,32,40,3.6,4.2,2,3,5,8,14,112,140,25,37,D
2.05,1,4,5,9,14,118,142,37,54,3.5,3.9,3,3,4,11,20,117,124,33,45,H
1.91,7,3,0,16,5,133,130,44,28,4.0,4.0,2,3,5,9,15,117,159,43,46,H
4.5,2,2,6,7,13,112,117,29,34,3.6,1.91,6,1,3,11,9,110,131,41,30,A
3.0,2,6,2,10,9,147,137,41,50,3.5,2.45,5,3,2,22,13,142,126,46,46,H
1.44,5,5,0,22,14,146,123,51,44,4.75,8.0,5,1,4,13,16,115,145,34,53,A
1.5,6,2,2,27,12,168,113,69,37,4.5,7.5,3,2,5,9,15,112,134,36,58,H
2.5,5,2,3,20,10,132,91,51,31,3.6,2.9,4,4,2,18,11,153,116,57,38,D
2.05,5,4,1,20,8,197,108,69,31,3.6,3.9,5,2,3,19,15,135,112,43,43,A
3.0,5,4,1,21,16,160,123,52,47,3.5,2.45,7,1,2,11,7,113,118,37,27,H
2.0,6,2,2,23,12,176,121,65,39,3.8,3.8,4,3,3,19,15,136,131,49,46,D
1.83,2,1,7,5,12,107,121,28,30,3.75,4.75,2,2,6,7,16,116,139,36,56,H
1.75,2,6,2,11,10,141,134,40,52,4.0,5.0,2,3,5,10,17,92,186,42,53,H
1.17,4,5,1,18,10,145,123,54,36,9.0,17.0,0,1,9,6,24,92,141,25,56,H
2.3,3,4,3,18,15,133,152,52,53,3.75,3.1,7,3,0,18,6,152,130,49,32,D
1.8,1,3,6,7,19,99,186,41,56,4.0,4.5,3,1,6,9,13,116,120,33,34,H
4.5,2,4,4,12,14,104,117,41,35,4.0,1.8,4,4,2,19,9,183,108,61,29,H
1.36,6,2,2,20,14,138,116,43,45,5.5,9.0,2,4,4,9,12,120,143,39,52,H
3.5,2,3,5,10,21,118,136,33,48,3.6,2.15,5,4,1,23,18,171,113,55,45,H
6.0,6,1,3,16,15,118,136,36,46,4.75,1.53,5,3,2,22,9,142,85,52,26,D
2.05,2,1,7,9,20,114,146,42,59,3.75,3.7,3,6,1,14,9,142,142,44,55,D
2.4,1,4,5,6,13,113,137,24,39,3.6,3.0,5,3,2,21,13,193,130,67,44,D
1.67,6,1,3,10,8,109,125,34,28,4.2,5.25,4,1,5,14,20,121,129,33,43,H
2.4,3,2,5,3,6,103,176,31,45,3.3,3.25,5,2,3,15,15,111,136,35,47,A
2.0,2,3,5,8,14,123,144,38,51,3.3,4.5,1,4,5,5,12,115,122,22,37,A
3.2,2,3,5,8,16,99,179,41,53,3.4,2.4,4,4,2,20,13,191,113,64,36,D
4.5,2,2,6,7,14,143,107,41,41,3.6,1.91,7,3,0,17,5,148,136,49,33,H
1.25,4,4,2,19,10,138,87,48,26,6.5,15.0,3,6,1,14,9,131,150,42,56,H
2.38,1,3,6,8,17,139,126,72,67,3.2,3.4,2,3,5,11,22,116,151,35,52,D
1.8,7,2,1,24,13,150,123,47,45,3.75,5.0,2,2,6,11,21,122,138,45,60,D
2.4,5,5,0,21,8,143,117,57,36,3.5,3.1,4,4,2,20,13,181,129,65,41,A
4.75,3,1,6,13,23,119,135,29,47,3.6,1.85,6,1,3,12,9,107,119,36,25,A
1.65,2,5,3,17,15,140,157,54,56,4.0,6.0,4,4,2,23,20,177,111,59,47,H
1.53,7,1,2,15,9,111,119,42,26,4.2,7.5,7,2,1,24,13,158,117,48,43,H
6.5,2,2,6,2,7,103,172,30,49,4.2,1.57,5,4,1,22,13,179,122,63,41,H
2.88,6,3,1,17,7,152,139,47,34,3.6,2.5,5,4,1,22,10,142,107,58,32,D
5.5,2,3,5,11,22,112,143,31,47,3.8,1.73,5,3,2,21,11,139,89,49,29,A
1.8,5,2,3,15,15,118,138,41,47,3.6,5.25,3,1,6,9,15,145,110,41,43,A
1.45,4,4,2,19,12,178,115,57,38,4.75,8.0,2,3,5,7,13,123,138,38,49,H
5.5,2,3,5,12,21,116,148,42,59,3.8,1.73,3,4,3,18,15,136,148,53,54,A
3.0,1,4,5,5,12,119,129,23,40,3.25,2.6,2,4,4,9,15,103,181,45,54,A
2.55,3,5,2,14,10,127,150,42,55,3.2,3.1,1,3,6,8,17,135,130,63,64,A
1.95,3,4,3,21,20,167,112,57,45,3.75,4.0,2,1,7,11,25,112,132,27,51,H
1.25,4,3,3,18,14,127,141,52,50,5.5,15.0,3,2,5,4,5,91,178,29,51,H
2.3,2,3,5,7,13,121,150,36,51,3.2,3.3,1,1,8,8,24,108,135,28,49,D
1.73,3,4,3,11,15,109,182,51,56,3.6,5.25,2,3,5,11,24,107,144,32,49,H
8.0,4,1,5,9,12,138,115,37,43,4.1,1.44,7,1,2,16,9,118,106,44,25,A
1.73,5,4,1,16,7,150,139,47,36,3.6,5.25,5,2,3,13,14,119,138,40,47,H
1.57,6,2,2,22,14,160,116,45,46,3.6,6.5,3,4,3,14,11,131,141,43,50,D
2.38,4,4,2,18,12,179,114,54,38,3.4,3.0,5,3,2,21,14,190,107,61,38,D
5.0,2,3,5,12,21,113,152,40,57,3.75,1.73,4,5,1,20,10,144,107,59,31,A
1.25,6,3,1,25,11,125,92,53,29,6.0,11.0,4,3,3,20,18,169,98,53,45,H
2.6,1,4,5,6,13,120,135,27,46,3.1,2.9,2,3,5,10,17,126,138,58,65,D
1.57,4,5,1,19,11,135,115,54,35,4.2,6.5,5,3,2,20,13,160,103,47,39,H
2.05,1,2,7,9,22,116,142,31,46,3.25,4.33,1,4,5,6,13,130,120,29,41,H
2.45,3,1,6,4,8,82,188,25,59,3.1,3.4,4,1,5,8,10,136,135,38,48,D
1.7,4,4,2,18,14,189,108,58,39,4.0,5.5,5,4,1,17,8,155,136,50,35,H
2.38,7,1,2,16,9,137,107,51,26,3.25,3.4,6,3,1,24,12,132,90,51,29,A
2.3,2,4,4,9,13,114,135,56,58,3.2,3.6,2,3,5,6,12,133,142,36,48,A
4.6,1,3,6,9,24,106,156,27,54,3.75,1.85,3,5,2,16,13,173,125,50,41,A
1.91,4,2,4,19,19,160,108,49,45,3.6,4.5,2,3,5,13,20,121,143,44,52,A
5.75,4,2,4,13,16,118,139,42,51,4.0,1.67,4,3,3,17,14,138,132,54,46,D
3.8,3,4,3,15,12,114,154,38,57,3.5,2.1,4,3,3,11,14,118,177,53,52,A
2.25,4,4,2,19,15,158,126,59,42,3.5,3.4,4,4,2,20,14,187,102,63,37,A
1.67,5,2,3,14,14,129,170,57,48,3.8,6.0,1,4,5,7,14,111,135,51,56,H
6.0,4,2,4,9,9,132,139,37,46,4.2,1.6,5,4,1,18,9,141,107,50,33,A
1.5,4,4,2,17,12,156,143,49,44,4.33,8.0,3,2,5,5,8,87,182,23,57,H
1.29,6,3,1,24,12,137,91,53,30,6.0,12.0,2,2,6,10,18,117,139,34,41,H
2.8,1,4,5,5,12,129,119,29,42,3.2,2.8,4,1,5,18,20,160,110,46,47,H
2.0,2,3,5,7,13,132,141,34,48,3.5,4.2,1,2,7,7,26,109,164,24,59,H
1.7,5,3,2,21,14,161,109,50,37,3.8,5.75,4,2,4,13,16,112,155,41,53,H
1.33,4,4,2,19,12,175,125,53,36,5.5,11.0,3,4,3,15,13,110,157,39,59,H
6.0,3,2,5,16,21,121,150,47,49,4.2,1.62,7,1,2,17,8,146,109,53,24,H
2.4,6,3,1,21,9,144,106,53,33,3.5,3.1,4,4,2,20,14,159,128,59,39,H
3.6,1,2,7,8,21,111,153,33,52,3.5,2.15,6,1,3,16,14,133,159,61,44,H
1.22,4,4,2,18,15,163,111,55,41,7.0,15.0,3,2,5,8,13,117,156,32,52,H
1.73,6,1,3,17,11,148,112,51,28,3.9,5.25,4,4,2,18,12,153,135,48,45,H
3.75,1,3,6,8,17,100,135,37,56,3.5,2.1,4,4,2,17,12,190,126,54,37,A
2.38,1,2,7,7,26,110,164,25,61,3.3,3.3,2,4,4,9,13,121,131,31,43,D
2.88,2,4,4,12,14,108,169,38,62,3.25,2.7,3,2,5,11,14,128,143,36,47,A
9.0,3,2,5,12,17,109,166,38,57,5.5,1.36,6,3,1,25,12,146,86,57,28,A
2.8,4,0,6,18,22,164,112,47,51,3.3,2.75,5,3,2,19,13,160,113,50,37,A
2.9,3,2,5,5,10,84,175,24,55,3.2,2.7,3,2,5,18,22,120,149,48,47,H
1.73,6,1,3,16,11,143,134,63,32,4.0,5.0,4,1,5,13,15,141,133,38,45,D
7.5,2,2,6,8,18,112,176,29,55,4.5,1.5,3,4,3,16,16,152,129,57,40,A
2.5,2,3,5,14,17,107,169,39,59,3.25,3.2,2,5,3,10,12,122,127,33,38,D
8.0,3,2,5,13,17,111,172,42,54,4.75,1.45,5,3,2,21,14,182,107,63,39,A
2.38,3,2,5,17,21,125,144,47,44,3.3,3.3,2,2,6,8,19,105,147,29,48,D
2.25,3,0,7,15,24,159,123,41,56,3.4,3.5,1,3,6,9,17,101,139,35,50,D
9.0,4,2,4,7,9,85,179,24,54,5.0,1.4,6,3,1,22,9,142,107,51,34,A
2.25,4,3,3,17,14,157,132,49,48,3.4,3.5,6,2,2,21,12,160,119,55,36,D
1.33,6,1,3,19,12,148,117,48,31,5.75,10.0,1,3,6,8,23,110,150,25,58,D
3.0,4,4,2,15,13,186,120,53,37,3.5,2.5,7,2,1,27,12,155,94,56,30,H
1.29,7,2,1,23,9,140,105,47,32,6.5,11.0,3,2,5,14,15,110,172,44,51,H
1.85,2,3,5,9,17,103,148,27,51,3.5,5.0,2,2,6,7,17,112,176,31,55,H
1.57,4,3,3,16,14,161,121,61,38,4.5,6.0,3,4,3,13,14,148,134,41,52,H
2.15,4,2,4,14,14,146,130,40,38,3.5,3.6,2,1,7,13,25,170,117,39,54,A
1.5,6,2,2,23,14,156,93,56,35,4.75,7.0,5,2,3,15,11,144,128,61,32,D
