odds-home,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-opposition-shots,home-shots-on-target,home-opposition-shots-on-target,odds-draw,odds-away,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-opposition-shots,away-shots-on-target,away-opposition-shots-on-target,result
1.83,3,1,6,13,17,133,107,67,51,3.5,4.5,4,1,5,15,20,110,136,60,82,A
3.4,2,4,4,12,15,110,142,45,80,3.2,2.25,2,6,2,12,14,140,118,76,65,D
1.29,3,3,4,9,13,153,100,81,56,5.5,11.0,5,2,3,19,12,140,139,78,74,H
1.33,5,1,4,14,11,128,101,72,61,5.0,10.0,3,0,7,11,19,119,127,72,77,A
6.5,2,4,4,9,14,115,121,68,63,4.2,1.5,7,0,3,19,10,133,101,85,56,D
5.5,2,6,2,10,9,86,146,44,74,3.6,1.67,6,1,3,18,12,136,99,86,55,A
1.7,5,1,4,14,10,122,99,68,58,3.75,5.0,5,2,3,19,12,132,141,70,77,H
1.29,6,3,1,19,6,132,103,78,48,5.5,10.0,4,3,3,15,14,138,189,66,96,H
2.63,4,2,4,13,11,127,121,67,69,3.2,2.75,2,6,2,12,14,146,116,78,59,H
1.83,4,3,3,12,10,148,126,74,77,3.5,4.5,5,1,4,17,19,103,141,58,84,H
1.4,5,3,2,18,15,138,144,78,80,4.5,8.5,2,4,4,9,12,106,123,69,65,H
6.0,2,1,7,12,19,140,104,71,52,4.2,1.53,7,3,0,21,6,137,81,86,40,A
2.0,2,5,3,13,15,115,135,44,72,3.4,3.8,4,0,6,12,17,114,119,66,72,H
1.25,3,3,4,8,13,148,94,78,49,5.5,13.0,2,3,5,11,21,121,130,68,74,D
2.5,2,4,4,10,15,107,127,64,70,3.2,2.9,3,2,5,14,18,107,132,58,81,A
2.3,4,3,3,13,12,130,191,67,92,3.25,3.25,1,6,3,8,12,71,150,37,79,A
2.2,1,4,5,7,13,103,128,64,71,3.25,3.4,2,1,7,12,19,145,88,74,47,H
1.25,7,3,0,21,6,130,92,84,46,5.75,12.0,5,2,3,15,10,125,118,69,69,H
1.91,6,1,3,20,12,134,95,84,53,3.6,4.0,6,3,1,18,6,138,98,77,47,D
2.2,2,3,5,14,24,130,135,75,78,3.25,3.4,4,3,3,13,10,147,126,74,75,A
3.4,4,1,5,15,21,104,138,58,81,3.25,2.2,5,1,4,14,10,121,105,65,60,H
1.73,4,2,4,16,12,124,146,66,78,3.6,5.0,2,4,4,10,14,108,125,65,66,D
2.63,1,6,3,11,16,143,114,78,61,3.25,2.75,6,3,1,19,13,140,138,82,74,H
1.83,3,2,5,10,17,104,130,51,80,3.6,4.33,3,4,3,13,13,110,142,42,77,H
8.0,3,0,7,10,18,119,113,70,69,4.2,1.44,2,4,4,9,15,147,97,79,53,H
3.8,4,3,3,14,12,135,185,74,91,3.75,1.91,4,1,5,14,13,124,101,70,54,H
1.29,2,4,4,9,14,153,91,80,48,5.5,11.0,4,1,5,16,21,107,142,57,87,H
1.33,6,3,1,18,6,137,104,73,51,5.0,10.0,4,0,6,10,16,114,116,66,67,H
2.1,5,2,3,16,10,119,122,65,69,3.25,3.75,4,2,4,16,12,128,133,68,73,H
1.8,2,1,7,12,20,144,91,71,48,3.6,4.5,4,3,3,14,12,127,183,75,92,H
6.0,3,3,4,11,16,115,139,43,78,4.0,1.57,6,2,2,20,11,136,93,84,51,A
2.5,2,5,3,10,13,102,129,62,70,3.25,2.88,2,3,5,9,12,101,125,60,67,D
2.4,2,5,3,10,13,72,162,38,89,3.2,3.1,2,2,6,13,24,123,132,69,73,D
2.2,3,1,6,13,15,125,103,69,56,3.2,3.5,2,5,3,11,15,142,116,76,58,D
2.2,5,2,3,13,9,150,114,75,65,3.25,3.4,3,2,5,14,17,108,132,56,78,D
2.88,6,3,1,18,11,142,139,81,78,3.3,2.5,7,3,0,21,7,130,86,81,42,D
1.2,6,2,2,21,11,143,86,89,50,6.5,15.0,2,5,3,10,13,100,135,59,72,H
3.5,1,3,6,11,23,117,134,60,71,3.4,2.1,7,2,1,22,9,131,109,74,55,H
2.5,4,2,4,14,13,125,181,69,89,3.25,2.88,4,3,3,11,10,141,109,73,60,A
1.5,2,5,3,12,16,129,125,69,67,4.0,7.5,3,2,5,11,19,105,142,45,86,D
2.2,2,4,4,10,12,110,114,62,62,3.2,3.5,5,2,3,15,8,112,121,58,65,H
1.2,6,4,0,19,6,123,94,75,42,6.5,15.0,2,5,3,9,12,78,159,37,84,H
3.5,3,3,4,14,16,108,135,55,80,3.4,2.1,6,3,1,17,10,138,138,75,78,D
3.4,4,0,6,13,18,110,119,66,71,3.2,2.25,3,1,6,14,16,136,103,80,53,A
2.25,4,1,5,14,19,98,149,51,86,3.3,3.25,3,0,7,13,20,148,92,76,45,H
6.0,3,2,5,13,12,128,135,67,72,3.75,1.62,2,4,4,10,14,161,89,81,47,A
8.0,4,2,4,13,12,126,173,70,83,5.0,1.36,7,3,0,24,6,139,94,80,39,A
3.2,1,5,4,9,16,90,146,56,81,3.25,2.3,2,2,6,10,21,115,142,62,75,A
1.53,4,1,5,17,14,141,100,84,50,3.8,7.0,3,3,4,12,12,110,110,61,56,H
1.4,6,2,2,22,10,153,75,96,44,4.5,8.5,2,6,2,13,16,126,125,68,64,H
1.33,8,2,0,25,6,140,88,83,37,5.0,9.5,3,2,5,12,20,110,147,61,78,H
5.5,5,2,3,11,9,139,112,71,59,3.6,1.67,3,4,3,14,11,161,81,85,46,A
1.73,3,0,7,13,21,160,96,90,53,3.6,5.0,1,5,4,10,16,99,140,60,79,D
4.5,2,5,3,7,14,70,163,28,81,3.5,1.83,6,2,2,18,9,144,110,80,60,D
3.25,4,1,5,14,19,101,157,58,95,3.4,2.2,5,4,1,14,9,132,139,72,76,A
2.38,4,1,5,15,15,116,173,69,92,3.3,3.0,3,3,4,13,18,112,134,49,81,A
1.83,2,2,6,8,15,121,143,66,82,3.5,4.5,4,0,6,11,18,111,121,64,74,H
2.1,3,3,4,11,9,113,110,66,55,3.3,3.6,3,3,4,15,17,108,139,54,81,H
1.62,4,1,5,15,14,133,106,80,57,3.75,6.0,4,2,4,13,10,107,121,52,66,H
1.91,3,2,5,11,19,113,148,62,79,3.4,4.2,4,2,4,11,8,113,107,68,55,D
1.44,2,5,3,12,16,120,131,64,66,4.5,7.0,3,1,6,14,17,116,166,68,92,H
1.4,6,2,2,19,10,147,108,85,58,4.5,8.5,3,1,6,15,20,166,101,92,56,H
5.0,3,3,4,14,13,106,132,56,81,4.0,1.67,7,2,1,22,8,160,69,99,42,D
2.1,3,2,5,10,12,107,119,49,67,3.2,3.75,5,2,3,11,10,128,119,65,65,H
1.57,5,4,1,12,7,128,144,71,78,4.0,6.0,3,1,6,7,13,110,138,60,77,H
2.5,1,6,3,11,15,100,146,57,80,3.25,2.9,4,1,5,13,13,115,148,65,89,H
8.5,4,0,6,10,17,103,121,59,73,4.5,1.4,8,2,0,26,7,141,87,82,38,H
1.62,4,4,2,18,12,158,84,90,48,4.0,5.5,5,1,4,16,12,134,92,81,45,A
2.0,3,3,4,13,18,109,137,50,79,3.5,3.75,2,5,3,9,16,79,154,32,79,A
1.22,6,3,1,22,10,156,79,99,46,6.0,15.0,4,0,6,9,16,95,120,56,71,H
2.5,2,5,3,9,16,87,146,34,79,3.2,2.9,4,1,5,12,13,109,121,49,70,H
2.1,3,1,6,13,17,114,149,63,89,3.4,3.5,3,3,4,17,16,117,128,61,78,D
3.25,3,0,7,15,20,111,165,65,94,3.4,2.2,3,3,4,13,18,118,149,65,81,D
1.36,5,1,4,14,12,129,101,78,47,4.75,9.0,2,5,3,13,16,96,144,56,78,D
1.73,7,2,1,20,8,140,90,78,41,3.6,5.0,6,2,2,21,10,141,118,84,65,H
2.75,4,2,4,12,13,122,129,60,72,3.25,2.6,5,4,1,12,7,121,140,65,73,A
1.91,2,1,7,11,22,176,102,98,61,3.6,4.0,3,3,4,13,18,117,129,57,70,D
2.75,3,1,6,8,14,111,132,61,74,3.25,2.6,3,5,2,16,15,131,135,76,70,H
5.0,4,3,3,12,8,115,102,70,51,3.6,1.73,4,3,3,17,12,155,86,81,49,D
2.6,3,4,3,9,15,90,150,35,77,3.2,2.8,3,4,3,16,13,118,112,60,66,A
1.85,1,2,7,11,24,171,109,97,65,3.4,4.5,4,0,6,9,15,87,127,49,72,D
4.0,2,1,7,15,21,115,156,65,93,3.6,1.91,6,3,1,13,7,122,143,65,78,H
1.3,6,3,1,22,9,158,70,98,39,5.25,10.0,4,0,6,10,12,113,116,47,66,H
1.73,2,4,4,12,18,119,152,66,82,3.6,5.0,3,2,5,12,15,102,149,52,88,H
1.73,3,4,3,15,16,124,134,73,70,3.6,5.0,4,1,5,13,15,127,126,68,64,H
2.1,3,4,3,15,12,120,107,62,64,3.25,3.75,3,1,6,8,13,110,125,59,67,D
6.5,2,5,3,14,17,99,141,54,75,4.0,1.53,7,2,1,21,9,137,92,74,43,A
1.83,3,1,6,9,16,79,143,42,83,3.6,4.33,2,1,7,16,22,114,149,65,87,H
1.5,5,2,3,19,11,142,116,85,68,4.0,7.5,4,3,3,12,8,113,114,65,58,D
3.4,3,4,3,15,18,122,132,65,74,3.3,2.2,5,2,3,14,10,126,101,76,44,H
1.91,4,0,6,10,12,104,115,46,65,3.4,4.2,1,3,6,11,23,179,109,104,64,D
2.2,4,3,3,16,11,166,82,85,50,3.2,3.6,7,2,1,23,9,137,96,73,45,H
1.44,7,3,0,23,8,156,63,96,33,4.33,7.5,3,1,6,12,17,126,131,70,65,D
2.38,3,3,4,8,16,88,150,35,79,3.2,3.1,1,4,5,12,22,180,103,106,59,A
2.25,3,2,5,9,13,115,125,61,68,3.4,3.2,3,4,3,15,17,110,144,61,76,H
1.73,4,4,2,12,6,111,118,64,55,3.6,5.0,3,1,6,12,18,94,155,49,95,H
1.36,5,3,2,19,10,131,123,74,70,4.75,9.0,1,5,4,12,20,96,147,50,80,H
2.6,3,5,2,15,10,113,115,58,68,3.2,2.8,4,3,3,17,16,125,141,74,73,A
2.25,4,3,3,17,18,128,131,73,77,3.3,3.25,3,1,6,9,13,99,119,40,68,H
2.8,5,2,3,15,12,129,111,79,52,3.2,2.6,7,1,2,23,10,139,105,76,53,H
3.0,4,1,5,12,14,86,132,49,76,3.3,2.38,6,2,2,13,9,137,138,72,75,D
10.0,2,1,7,16,25,108,149,60,94,5.5,1.3,5,2,3,17,11,170,84,89,54,A
1.53,4,3,3,17,16,134,126,79,66,4.0,6.5,3,3,4,9,18,94,145,39,75,D
1.83,3,4,3,17,16,111,148,63,77,3.5,4.5,3,2,5,14,17,92,138,50,81,A
1.8,3,1,6,14,19,94,159,50,97,3.6,4.5,2,1,7,16,26,103,156,52,98,D
2.0,4,3,3,17,16,138,120,85,67,3.25,4.0,4,4,2,13,8,122,116,72,56,H
1.36,6,1,3,22,12,146,105,80,55,4.75,9.0,3,2,5,10,15,118,120,62,65,H
2.2,3,1,6,9,14,92,130,37,75,3.25,3.4,3,5,2,16,10,111,115,58,68,H
1.57,5,3,2,14,11,139,125,74,64,4.0,6.0,4,3,3,17,17,133,125,76,76,D
5.0,2,4,4,14,20,168,106,100,59,3.6,1.73,6,4,0,20,7,160,59,95,32,D
2.1,1,4,5,10,19,101,139,50,74,3.3,3.6,3,3,4,9,18,91,152,39,82,H
1.62,6,2,2,19,9,178,88,96,51,3.75,6.0,5,3,2,17,9,129,115,71,65,H
2.63,3,2,5,12,15,126,131,71,62,3.2,2.75,5,2,3,16,12,130,113,82,55,A
1.25,6,4,0,20,7,163,56,97,30,6.0,11.0,2,2,6,13,20,112,146,53,92,D
2.5,3,3,4,10,17,96,150,42,84,3.25,2.88,3,2,5,10,15,123,122,66,66,H
1.83,5,3,2,19,15,139,125,87,70,3.6,4.33,3,3,4,14,14,106,141,58,72,D
1.95,2,5,3,15,14,112,114,62,70,3.4,4.0,4,2,4,15,15,85,138,45,80,H
5.5,3,1,6,11,14,93,129,40,74,3.6,1.67,6,2,2,20,9,182,87,100,51,D
3.0,2,5,3,15,20,155,119,95,67,3.3,2.38,6,2,2,17,9,127,106,77,52,H
4.5,4,3,3,16,16,133,138,79,85,3.6,1.8,6,1,3,21,11,142,111,81,60,A
3.0,2,4,4,12,19,108,133,59,73,3.25,2.4,4,4,2,12,11,152,124,80,61,D
1.53,4,4,2,14,9,122,119,74,59,4.2,6.0,1,2,7,16,27,98,170,49,99,H
1.5,4,3,3,13,11,123,122,65,72,4.0,7.0,3,2,5,12,15,97,132,56,62,H
2.0,2,3,5,13,17,108,152,52,96,3.3,4.0,3,3,4,10,17,94,150,41,83,D
2.2,3,2,5,10,15,132,115,74,65,3.25,3.4,3,3,4,16,20,128,141,75,84,H
1.2,6,2,2,18,7,187,84,100,47,6.0,17.0,2,4,4,11,18,112,129,57,72,H
1.44,7,0,3,25,13,153,101,86,56,4.33,7.5,4,4,2,14,9,123,117,79,61,H
2.2,2,2,6,9,20,92,135,53,71,3.2,3.5,3,5,2,17,18,160,120,105,70,A
1.73,3,5,2,11,11,149,126,77,62,3.6,5.0,3,2,5,11,13,101,131,45,77,H
2.6,3,2,5,15,19,95,138,52,85,3.25,2.8,4,4,2,19,16,134,119,82,70,A
1.83,3,4,3,16,15,105,144,61,74,3.6,4.33,2,5,3,14,15,118,114,68,73,H
8.5,1,2,7,14,27,99,165,53,99,5.0,1.36,5,5,0,17,7,164,61,97,31,A
2.6,6,2,2,17,9,130,110,80,57,3.2,2.8,4,3,3,17,11,122,122,73,70,H
2.25,3,3,4,10,17,86,152,42,85,3.2,3.4,1,2,7,10,23,88,139,52,77,H
2.3,1,2,7,14,28,98,170,52,100,3.5,3.0,2,3,5,10,18,115,136,59,80,A
1.67,5,3,2,20,14,133,111,83,63,3.75,5.5,1,4,5,11,17,113,145,53,92,H
5.5,3,5,2,17,18,154,118,102,72,3.6,1.7,7,2,1,19,6,191,92,105,52,A
2.25,3,3,4,16,18,129,153,77,89,3.3,3.25,4,3,3,16,14,105,136,65,74,A
1.73,6,4,0,20,8,167,68,96,37,3.6,5.0,7,1,2,18,7,126,113,73,56,D
5.5,2,4,4,13,15,115,117,70,73,3.6,1.67,7,0,3,22,13,146,107,89,60,D
1.2,7,2,1,20,7,183,101,105,56,6.5,15.0,4,3,3,12,12,90,144,45,83,H
2.88,4,5,1,13,11,145,117,80,55,3.4,2.4,5,5,0,18,9,160,70,89,36,D
1.8,4,3,3,17,15,116,124,68,67,3.6,4.5,2,2,6,11,16,99,127,45,79,D
2.88,1,2,7,13,28,106,162,57,92,3.5,2.38,2,4,4,12,14,114,121,69,72,D
1.2,7,2,1,19,8,186,96,101,51,6.5,15.0,3,3,4,17,17,134,155,78,87,H
1.44,6,2,2,16,8,120,114,68,58,4.33,7.5,4,2,4,11,13,82,149,41,81,H
1.44,6,1,3,19,11,147,113,84,61,4.33,7.5,6,2,2,20,12,139,102,84,60,H
2.1,1,1,8,9,24,93,140,52,79,3.25,3.75,3,3,4,13,16,121,127,63,74,H
1.57,4,5,1,16,14,145,123,83,60,4.0,6.0,3,5,2,18,19,142,120,88,71,D
2.5,3,2,5,12,18,96,132,52,79,3.25,2.88,4,3,3,13,10,121,125,79,68,D
4.5,4,1,5,12,14,141,119,79,66,3.8,1.75,4,6,0,18,12,150,83,83,44,H
3.6,1,4,5,11,17,114,135,53,88,3.3,2.1,4,2,4,17,14,130,124,77,69,A
1.8,2,3,5,12,15,94,124,47,74,3.4,5.0,3,3,4,13,16,97,132,51,74,H
1.8,3,4,3,12,11,126,128,77,70,3.5,4.75,5,1,4,14,13,139,124,83,68,H
1.91,0,4,6,9,18,109,121,47,73,3.5,4.0,5,1,4,14,12,142,128,81,64,H
2.63,1,3,6,13,26,111,159,56,88,3.4,2.63,3,3,4,15,13,105,116,54,66,D
1.44,7,2,1,18,6,181,104,98,55,4.33,7.5,4,5,1,17,15,150,120,83,58,H
2.6,1,1,8,11,25,93,138,53,79,3.2,2.8,4,4,2,15,10,132,131,76,69,A
2.38,3,5,2,18,19,131,128,82,73,3.3,3.0,3,4,3,16,15,112,109,60,62,H
2.8,3,3,4,14,18,113,127,62,71,3.25,2.6,6,2,2,19,11,140,104,83,62,D
2.5,3,6,1,17,13,148,90,80,50,3.25,2.88,6,1,3,17,10,150,109,85,59,H
2.1,3,2,5,10,18,83,150,44,85,3.3,3.6,3,3,4,13,18,91,136,47,74,D
1.44,6,2,2,20,8,126,112,74,56,4.33,7.5,2,5,3,13,14,119,128,72,70,H
1.4,4,2,4,14,11,125,126,70,68,4.5,9.0,3,2,5,15,18,133,160,80,92,H
1.8,3,4,3,16,14,114,99,61,55,3.6,4.5,3,3,4,13,17,115,109,64,64,D
1.83,4,1,5,13,13,140,134,76,67,3.5,4.5,1,1,8,9,24,100,126,57,71,A
2.7,5,3,2,15,9,120,106,70,64,3.2,2.7,5,2,3,16,11,120,123,68,64,H
1.91,2,4,4,9,13,110,124,67,65,3.4,4.2,2,3,5,10,19,81,142,41,82,H
1.3,3,5,2,17,17,156,119,85,59,5.5,10.0,1,4,5,10,21,111,145,55,78,D
1.95,2,2,6,13,19,128,166,74,96,3.6,3.8,1,4,5,10,17,109,126,46,71,D
2.38,6,1,3,16,9,147,112,85,56,3.25,3.1,8,2,0,20,6,183,109,104,58,H
5.5,2,4,4,12,11,96,116,51,65,3.75,1.67,4,5,1,14,9,144,85,72,49,H
2.1,2,4,4,12,18,92,130,44,68,3.4,3.5,4,5,1,20,17,122,126,77,70,H
2.88,4,4,2,17,10,130,138,73,73,3.25,2.5,6,2,2,21,8,122,113,70,58,A
1.91,5,1,4,15,11,120,119,66,63,3.4,4.2,2,6,2,16,17,163,124,89,63,H
5.0,1,5,4,8,14,108,139,45,79,3.6,1.73,6,1,3,16,9,149,118,87,59,D
2.2,1,4,5,10,21,110,158,57,85,3.4,3.25,4,1,5,13,13,149,131,82,66,H
2.5,2,1,7,9,22,99,125,56,71,3.25,2.88,3,4,3,15,17,104,127,54,66,A
2.63,4,4,2,18,17,121,122,72,69,3.25,2.75,6,3,1,17,8,121,107,72,66,H
1.36,3,5,2,13,12,141,95,69,56,5.0,8.5,3,4,3,15,13,114,93,63,50,A
2.2,2,3,5,11,19,75,151,38,89,3.25,3.4,4,3,3,17,13,127,144,71,79,A
1.25,8,1,1,21,8,179,110,106,58,6.0,11.0,3,3,4,11,14,117,125,75,67,D
1.73,6,2,2,25,10,131,109,77,61,3.8,4.75,1,6,3,14,17,166,115,91,57,A
2.1,2,4,4,10,15,111,110,61,66,3.4,3.5,2,3,5,14,19,136,165,80,97,H
1.36,5,1,4,13,11,114,116,61,61,4.75,9.0,3,4,3,15,11,93,120,53,66,H
3.2,4,3,3,16,13,115,103,64,60,3.4,2.25,6,1,3,24,11,128,109,74,63,H
5.0,3,1,6,14,17,155,134,86,70,3.75,1.7,6,1,3,15,9,117,109,62,57,A
3.1,5,3,2,15,9,127,109,73,68,3.25,2.38,7,2,1,21,9,177,111,102,60,H
3.75,5,2,3,19,13,133,128,72,72,3.6,1.95,2,5,3,13,14,156,96,80,57,D
1.6,5,2,3,13,10,144,114,82,57,4.0,5.5,1,4,5,11,23,114,150,61,84,H
2.0,2,4,4,11,16,120,129,77,69,3.5,3.75,5,3,2,18,16,116,139,70,77,D
2.75,3,4,3,15,13,90,127,51,71,3.6,2.4,3,3,4,12,16,122,110,69,71,A
1.53,2,6,2,15,14,149,117,85,55,4.0,6.5,2,3,5,10,18,73,160,36,93,H
2.0,2,2,6,13,19,131,169,79,96,3.5,3.75,2,1,7,9,23,97,124,55,72,A
2.2,4,3,3,17,17,108,122,58,64,3.0,3.75,1,5,4,9,15,110,136,47,77,A
2.2,2,5,3,11,13,118,131,55,72,3.2,3.5,3,3,4,15,20,105,133,52,73,A
2.2,5,2,3,20,14,132,126,73,74,3.2,3.5,4,3,3,13,12,108,107,62,62,D
1.57,6,1,3,23,9,125,102,70,60,3.6,7.0,3,1,6,12,21,102,124,60,75,D
3.75,2,4,4,13,18,122,125,81,66,3.25,2.1,2,5,3,15,16,154,100,79,60,D
5.5,3,3,4,14,13,95,122,53,69,3.5,1.7,6,2,2,18,9,178,108,100,58,D
6.5,5,3,2,20,18,113,148,66,84,4.0,1.53,6,2,2,16,10,150,111,86,53,A
2.5,2,5,3,13,14,145,102,72,58,3.25,2.9,5,2,3,21,9,119,105,64,59,A
1.73,4,4,2,11,9,105,105,57,62,3.4,5.5,2,5,3,10,12,122,129,54,65,H
1.3,5,3,2,16,9,182,109,100,59,5.5,10.0,4,3,3,18,19,118,150,69,85,H
2.2,3,1,6,13,22,111,121,63,72,3.25,3.4,2,5,3,12,16,118,121,74,62,A
4.75,3,0,7,14,16,152,140,82,75,3.5,1.8,7,0,3,19,8,138,110,84,60,A
2.38,4,2,4,14,18,105,134,52,71,3.25,3.1,4,3,3,17,12,130,121,71,66,H
1.67,7,2,1,17,8,149,108,84,51,3.75,5.5,3,5,2,14,12,156,111,91,54,H
2.1,5,4,1,14,9,103,107,58,63,3.25,3.75,4,2,4,15,18,114,131,54,70,D
3.3,2,4,4,9,13,108,130,53,65,3.25,2.25,5,2,3,13,8,122,117,64,69,A
1.4,5,2,3,21,9,122,112,68,64,4.5,8.5,3,0,7,16,18,147,143,80,76,H
1.5,7,2,1,19,8,162,117,97,57,4.33,6.5,2,4,4,13,16,136,108,67,64,H
2.1,3,5,2,13,12,116,128,75,61,3.25,3.75,4,3,3,16,12,126,122,69,61,H
2.88,3,4,3,14,15,150,127,89,70,3.3,2.5,8,0,2,22,8,150,100,91,53,A
2.1,4,2,4,17,19,120,154,70,86,3.25,3.75,2,5,3,11,11,101,122,50,68,A
9.0,3,0,7,16,19,135,151,72,79,4.5,1.4,7,2,1,23,8,169,130,103,68,A
2.0,5,2,3,12,7,115,119,56,69,3.4,3.8,5,4,1,12,7,111,96,58,58,D
1.17,8,0,2,22,9,158,107,91,59,7.0,17.0,4,4,2,14,11,122,127,76,72,H
3.25,3,4,3,11,10,95,118,45,65,3.3,2.25,6,2,2,23,8,126,102,68,54,H
5.0,3,2,5,13,16,127,124,71,72,3.75,1.7,6,2,2,19,10,179,100,97,56,A
3.0,4,3,3,14,14,104,129,47,62,3.25,2.4,3,3,4,15,20,155,135,93,77,A
1.67,3,3,4,14,14,129,125,67,64,3.6,5.5,2,3,5,9,14,115,120,57,58,D
1.91,4,5,1,13,9,105,107,54,64,3.4,4.2,3,6,1,11,11,114,132,70,59,D
4.2,2,3,5,9,14,110,127,57,61,3.4,1.91,2,3,5,12,22,145,122,75,73,H
1.5,5,2,3,12,7,118,119,59,67,4.0,7.0,4,4,2,14,13,120,129,74,69,H
6.5,3,4,3,15,13,130,119,70,57,3.8,1.57,9,0,1,25,6,168,101,97,57,D
1.83,7,2,1,26,8,166,138,100,76,3.5,4.5,6,2,2,18,10,176,102,94,57,H
2.4,3,2,5,12,15,134,128,74,72,3.2,3.1,4,4,2,10,7,88,129,41,68,H
2.63,3,3,4,14,18,163,135,96,78,3.4,2.63,5,2,3,20,9,131,92,72,51,H
1.44,2,2,6,12,23,156,116,82,69,4.5,7.0,1,0,9,12,25,128,144,70,78,H
1.36,5,1,4,19,12,127,104,69,61,4.5,10.0,4,2,4,13,15,104,139,49,74,H
1.44,8,1,1,26,8,176,103,103,62,4.33,7.5,5,2,3,12,8,126,117,63,64,H
1.83,3,6,1,12,12,123,124,78,53,3.5,4.5,3,3,4,13,15,116,134,60,70,H
6.5,4,3,3,9,10,93,130,43,73,4.0,1.53,8,1,1,29,9,160,146,99,80,D
2.3,3,2,5,12,17,122,146,66,73,3.25,3.25,3,4,3,16,14,129,125,76,65,D
4.0,3,4,3,12,15,120,132,73,70,3.5,1.91,4,2,4,15,15,171,127,103,71,A
1.62,3,6,1,12,9,95,129,47,76,3.75,6.0,3,4,3,11,13,114,135,70,70,H
6.5,3,3,4,14,17,108,143,55,73,3.75,1.57,8,1,1,26,7,175,103,99,61,A
3.1,4,2,4,10,10,116,131,59,70,3.2,2.4,5,1,4,16,13,124,105,62,61,A
2.25,3,2,5,13,13,128,127,73,74,3.4,3.2,3,2,5,10,15,120,145,67,73,D
2.5,4,2,4,14,14,110,136,54,72,3.25,2.88,4,5,1,14,12,133,110,80,47,A
6.5,1,0,9,12,25,117,149,67,85,4.0,1.53,5,2,3,17,13,178,101,92,58,A
2.1,5,1,4,15,14,166,122,101,71,3.4,3.5,3,2,5,14,21,162,108,89,62,H
1.36,5,2,3,20,13,183,103,96,61,4.5,10.0,4,2,4,10,11,123,125,60,67,H
3.0,5,1,4,15,13,130,110,66,62,3.3,2.4,8,2,0,31,9,158,159,98,89,D
1.33,9,1,0,29,5,182,98,104,59,5.0,10.0,4,6,0,13,7,100,135,51,81,H
2.2,3,3,4,7,13,92,136,43,80,3.2,3.5,2,5,3,16,14,139,125,85,67,H
2.3,3,3,4,10,14,115,148,70,77,3.3,3.2,1,0,9,13,29,120,153,74,91,A
1.44,2,2,6,14,23,166,113,94,63,4.33,7.5,3,3,4,15,12,129,125,73,71,H
3.0,5,5,0,16,10,136,126,83,54,3.3,2.4,6,1,3,16,13,170,119,102,68,D
2.0,2,3,5,10,16,119,146,66,74,3.3,4.0,4,1,5,14,15,128,138,64,77,H
2.0,4,5,1,13,10,98,143,50,87,3.3,4.0,3,3,4,11,13,122,145,71,74,A
2.2,2,0,8,15,28,117,156,76,94,3.2,3.5,2,3,5,14,13,127,128,71,73,A
1.57,4,6,0,16,11,129,132,76,60,3.8,6.5,3,2,5,10,16,121,152,75,81,H
1.53,3,2,5,15,21,172,109,100,60,4.0,6.5,3,3,4,6,12,94,126,42,76,H
4.0,2,3,5,13,21,98,139,56,73,3.5,1.91,6,1,3,17,14,161,118,99,68,A
2.25,2,5,3,14,11,133,123,79,62,3.25,3.3,4,1,5,10,13,129,119,62,63,A
2.0,7,3,0,30,9,155,154,93,86,3.4,3.8,9,1,0,32,6,190,92,110,58,A
1.62,6,1,3,20,11,170,94,90,52,4.0,5.5,4,2,4,17,20,157,106,90,57,A
4.5,4,1,5,11,13,130,122,63,64,3.6,1.8,7,2,1,30,14,158,167,97,96,A
1.17,9,1,0,35,7,193,100,113,64,7.0,19.0,2,2,6,10,17,137,143,71,87,H
2.1,3,3,4,15,10,131,133,72,75,3.3,3.6,3,5,2,12,11,93,127,45,77,D
4.0,3,3,4,12,14,116,125,67,64,3.3,2.0,4,3,3,12,11,143,114,76,64,A
2.88,2,2,6,7,15,114,152,70,81,3.25,2.5,1,5,4,13,14,130,127,78,67,A
2.1,3,3,4,7,12,95,119,42,72,3.2,3.8,5,5,0,15,9,129,129,77,58,A
1.4,5,1,4,20,21,158,108,92,61,4.5,8.5,3,2,5,9,13,113,127,66,61,H
1.83,2,6,2,13,13,93,131,42,81,3.5,4.5,3,4,3,14,15,123,148,64,81,H
7.5,1,3,6,13,23,110,140,59,77,4.33,1.44,6,1,3,23,15,163,96,91,57,A
1.29,5,3,2,14,10,151,114,79,62,5.5,10.0,3,3,4,12,15,114,148,66,84,D
1.25,7,2,1,27,12,147,171,92,100,5.5,13.0,2,4,4,14,12,127,126,68,68,H
2.25,6,4,0,15,7,120,126,69,55,3.25,3.3,4,1,5,11,13,125,115,64,61,H
10.0,3,3,4,8,17,133,134,72,79,5.0,1.33,9,1,0,36,8,195,93,112,58,A
2.4,2,0,8,13,27,107,166,70,98,3.3,3.0,3,3,4,8,14,94,114,41,65,H
3.25,2,4,4,13,12,127,133,77,70,3.3,2.25,7,1,2,20,15,170,132,108,78,A
1.91,2,2,6,9,17,134,148,68,86,3.3,4.33,1,2,7,6,17,121,148,70,81,H
1.57,3,1,6,11,15,128,106,67,58,3.75,6.5,2,2,6,10,17,134,145,76,85,H
1.3,9,1,0,35,10,185,103,101,62,5.5,10.0,7,3,0,17,8,124,131,74,57,H
